municerca,date,tp,t2m,d2m,t2m_min,t2m_max,tp_anom,t2m_anom,d2m_anom,t2m_min_anom,t2m_max_anom
CGC 1,2021-01-22,0.26393380511777054,25.837060203684864,17.826543259158097,20.742745640089506,30.656460072406418,-8.296396788918337,-1.3275401459230578,1.7178943686173818,-0.28117723472448325,-2.7886871240454023
CGC 1,2021-01-23,0.9828087547956595,27.292562311759575,20.066068793856523,22.818584339833127,31.70886517795632,-51.77340334223155,1.091658782546984,2.0666956530673093,0.8535037152981554,0.16105721199649586
CGC 1,2021-01-24,1.2245655487994738,28.055238466642997,20.930116295559387,23.4213929982094,33.29650945197576,-6.484668531344862,0.6930839601412999,1.4751352182743456,1.1505760135786305,-0.0567289716896025
CGC 1,2021-01-25,20.079241425294303,27.55377504796378,21.933932561971027,23.33585622344262,32.02417733542437,14.00018360408862,0.5309851155311482,1.2889689342011919,0.9511203894117422,0.5740441479941195
CGC 1,2021-01-26,136.62045859867516,25.300695311822732,21.417940908262565,21.884654109753207,30.58422761215988,119.11313083629337,-2.112922707826225,1.8208221332127168,-0.5827778215153936,-2.282586410812591
CGC 1,2021-01-27,7.514595208694023,27.382132639150118,18.87795298297466,22.459670222337518,32.64117481789757,-32.26222134389957,0.9485640933999133,0.6166809045059785,0.6461969295780369,1.676464037345118
CGC 1,2021-01-28,84.10638364210196,25.62979817573001,20.717856007007875,22.059388676065137,28.694130489084454,-265.90912363867466,2.0780207674934625,1.6234629239804441,1.912674329315697,0.40942219353479026
CGC 1,2021-01-29,570.9016960476314,22.803930952288788,19.689687328425435,19.324928105102305,27.67580480048234,484.95819646640285,-1.9544905141753004,1.1553646238377715,-0.10611742712425372,-2.5616139646311287
CGC 1,2021-01-30,928.6214269663838,20.429921148077824,17.716027300313627,17.87386419343277,24.145022884514383,827.5529717057486,-4.9183993587900785,0.5487879749264902,-1.4333508159840822,-6.9673501042318975
CGC 1,2021-01-31,101.23676328842882,17.941037227127897,14.423030851872696,16.13693090315323,19.571841664274917,75.81059376368897,-7.746349807878673,-3.4245113999866956,-4.372969871121319,-10.937843307125751
CGC 1,2021-02-01,27.72638345139008,18.863387776027963,15.313614916133924,16.046899830015548,22.973977327202647,14.89694526196261,-6.2661442538657,-1.9547452429982917,-4.337750506355981,-7.604987245279992
CGC 1,2021-02-02,109.56979316003391,18.238746972913077,15.971103797569453,16.127456496018624,19.960700668178074,46.36790161737322,-6.775902057984275,-1.0709329159247423,-4.217141892653251,-10.272238649313245
CGC 1,2021-02-03,12.506122674956517,20.037040208700127,14.81060609063849,15.24842995736756,25.159293654149387,-37.00202135599114,-5.401040091525027,-2.910812586797492,-5.061476048491816,-5.742581481484294
CGC 1,2021-02-04,0.32193945282423564,21.562287431684776,14.195054562037885,15.169617710551167,27.604343462302612,-28.95903135305917,-2.395876783403113,-3.4282075254661852,-4.4008867111068195,-1.108412207185237
CGC 1,2021-02-05,0.021930035203695297,22.55124481313782,15.165019122576519,15.816028879805664,28.3789647126869,-20.247544052824377,-1.308010532524615,-2.3365743824351455,-3.4719716084755836,-0.43352375845025126
CGC 1,2021-02-06,0.020168662071228027,23.468434108925006,15.549698529677586,16.84267954104418,29.758432150912974,-30.04038219635065,-1.4105427977454554,-1.1379095110260846,-2.0875721950669295,-1.3614069875418857
CGC 1,2021-02-07,0.009544397704303265,24.395534255926748,16.998481321580137,18.50497349813679,30.369923670426445,-1.2821178246703413,-1.6282856886668908,0.6336655248339914,-1.3004789758215414,-1.990825976925982
CGC 1,2021-02-08,0.7479935274992332,22.576070602472225,17.255652168500568,19.443111591582618,25.905001257903237,-4.106366407631691,-3.8736145578467855,-0.5518550285616075,-2.3634130666205047,-6.591101986454405
CGC 1,2021-02-09,23.073211575483143,20.25847304016616,15.856782547487878,18.410243963743486,22.24254019147473,-232.04587083796508,-4.876995124913596,-2.368826108653614,-2.2473820399457494,-8.140402516858606
CGC 1,2021-02-10,3.636593611716741,20.62707505458425,14.76483808023001,16.82782368113035,25.11468805639165,-16.807324558939026,-5.41811283197174,-2.3227171693020527,-4.043813959928676,-6.697115464658703
CGC 1,2021-02-11,6.045333225326931,21.451499811299104,16.868079794929017,16.133566729499332,26.461312288789333,-16.351452257520098,-3.77501737857449,-1.1929719976396131,-4.197999296976365,-4.095234070802678
CGC 1,2021-02-12,20.527424114357633,21.905109375714158,18.3454643957447,17.430289091146363,26.355067002869557,-137.94705433440419,-1.2272854149352577,1.4588068928285765,-2.009943927516828,-1.4617230904464142
CGC 1,2021-02-13,40.801074008483,22.10352394466446,19.239163046196843,17.402804326041956,27.497637545893127,6.855499637049086,0.038150206057689116,4.02634644751656,0.1166016621964708,0.34864666047646103
CGC 1,2021-02-14,7.644030459851061,23.825084286028765,19.03966037256734,18.02909239868387,30.725797228085224,3.7609614706337795,0.4167898202220174,2.523330586054756,-0.06767545070849096,1.009041721357792
CGC 1,2021-02-15,15.552559832953527,23.733891988244665,19.05087343000157,19.324479183172354,27.870900929124165,-39.470414051978345,-0.21207507142059343,1.9822866990445387,0.3286221139449229,-1.4320931843741005
CGC 1,2021-02-16,2.2257759038528766,22.168066778094904,16.115801957440787,18.017091899124164,26.26048885801002,-141.00642624985954,-1.6554465072241058,-1.3940755017673798,-1.2436279088185456,-2.9470428802712316
CGC 1,2021-02-17,0.022398395894269597,22.934399296675547,14.73657249070021,16.175494728988408,29.496267148986835,-9.488213559989335,0.6030004599038978,1.3349078131067658,-0.806805753867496,2.20623419000246
CGC 1,2021-02-18,0.11265092450252268,24.48725301526513,15.522403523056699,18.43802728580042,30.873188132047485,-0.5355559583359476,3.0066646533130856,2.7910195742007686,2.739193735453194,3.8060365749728327
CGC 1,2021-02-19,140.192993231257,22.148703546777924,17.23323536830345,19.08966802349428,26.153967293835166,105.06117092827816,-0.27310397546599763,2.2766729234046306,1.376169759605393,-1.9248792773453929
CGC 1,2021-02-20,11.574124578638902,21.24154477326764,13.733468833567898,16.002067161968082,26.77104188454538,7.272468133957714,-1.7787342421674712,-1.6816472222385788,-1.5974927067385147,-2.064958685116073
CGC 1,2021-02-21,0.5549062183961324,23.091107268941553,17.097218733234172,17.230014816329785,28.409932168994715,-0.05899057531041726,-1.1703008375444504,-0.06768600953655463,-1.6995858781146593,-1.2821705599549391
CGC 1,2021-02-22,0.7268144041135577,25.686372261374956,19.241280385537003,21.038532810927283,30.677942496057586,-8.803615921172698,0.4905573233595443,0.5881031877627526,-0.011110472492853282,0.35280008069299584
CGC 1,2021-02-23,0.7460675837362748,23.897876833804695,16.176248099909266,19.986151345285563,27.274019739223018,-115.43331165111992,-0.3334372954948927,-1.874348264429929,-0.37963980597311703,-1.6982438512717728
CGC 1,2021-02-24,0.058251448441308036,23.221866702486377,15.57309724090994,16.514579080428195,29.17507912466788,-59.238311119098206,-1.0566198460433527,-1.2494541473007794,-2.762509000083958,-0.7179960977713528
CGC 1,2021-02-25,0.0008523463038727641,24.126570831096434,15.987777913113922,17.97413593265759,30.31786329308328,-46.6040154775915,0.7263398299842367,-2.2480266658791326,-1.1464302023250479,1.8472537553228625
CGC 1,2021-02-26,0.005114077590405941,25.025004112942145,16.261722288080644,20.14637329623183,30.449490459408114,-15.926310426079567,0.3824738412000696,-2.560010889952121,-0.9519170412247692,0.9871145642258227
CGC 1,2021-02-27,0.012004237622022629,24.758007676723892,16.025365897094698,18.889760954497955,30.58059641699868,-71.70815860856737,-0.07297067444526785,-3.169048813903839,-1.69808016420864,0.7542265168250735
