WKT;ENTITYID;PAR_IDPARC;NOMENCLATU;NUM_PARC;NRO_CUENTA;DESIG_OFIC;FXF;VUT_VIGENT;VALUACION;VIGENCIA_D;PORCENTAJE;SUPERFICIE;VALUACION2;SUPERFICI1;VALUACION1;CANTIDAD_C;NRO_CUENT2;PED_NOMENC
"MULTIPOLYGON (((-63.2489084271125 -32.3889386458865,-63.2491220633727 -32.3890731454477,-63.2491887872761 -32.3889970249463,-63.2489734532213 -32.3888637177459,-63.2489084271125 -32.3889386458865)))";"572242002";"2003618";"1604220202221029";"029";EDIFICADO NoPH;MZ 221  LT 29;1.000000000000000;1610.00000;1739542.5400000;"0";0.0000000;262.50000;422625.0000;75.2600;1316917.5400;"1";"160424953927";"1604"
"MULTIPOLYGON (((-63.2532319439705 -32.4192831000293,-63.2532832795391 -32.4192257917996,-63.2533727007532 -32.4191252918345,-63.2532864994122 -32.4190702326935,-63.2531563502575 -32.4192195655333,-63.2530738850555 -32.4193127246185,-63.2531224738323 -32.4193424976288,-63.2531580891924 -32.4193663789243,-63.2532319439705 -32.4192831000293)))";"1358403";"767481";"1604220102053003";"003";EDIFICADO NoPH;MZ H LT 19;1.000000000000000;10220.00000;3812855.8400000;"0";0.0000000;335.00000;3423700.0000;136.0000;389155.8400;"1";"160407414583";"1604"
"MULTIPOLYGON (((-63.2535383972519 -32.3992522330103,-63.2535274172346 -32.399245491918,-63.2535820408544 -32.3991802864294,-63.2535943518503 -32.3991878702365,-63.2536022983573 -32.3991788366751,-63.2534256203057 -32.3990704175778,-63.2533925111267 -32.3991085270305,-63.253324964066 -32.3991847485799,-63.2535019751647 -32.3992934489454,-63.2535383972519 -32.3992522330103)))";"95816000";"781310";"1604220202068015";"015";EDIFICADO NoPH;MZ 2 LT 15;1.000000000000000;2100.00000;1967612.9600000;"0";0.0000000;317.00000;665700.0000;130.0000;1301912.9600;"1";"160415539646";"1604"
"MULTIPOLYGON (((-63.2462742630939 -32.3894994973856,-63.2461840008903 -32.3894412820035,-63.2460264854986 -32.3896212180427,-63.2461162679798 -32.3896796323397,-63.2462742630939 -32.3894994973856)))";"150105809";"2003531";"1604220202218003";"003";EDIFICADO NoPH;MZ 218  LT03;1.000000000000000;1820.00000;2548882.5600000;"0";0.0000000;260.00000;473200.0000;124.0000;2075682.5600;"1";"160424953056";"1604"
"MULTIPOLYGON (((-63.2535974242321 -32.3993363721983,-63.2535884843957 -32.3993465349543,-63.2536743286284 -32.3993993404423,-63.2536822743579 -32.3993900250787,-63.2538991437719 -32.3991421687516,-63.2538123016135 -32.3990888018255,-63.2537732335158 -32.3991339683558,-63.2537543606088 -32.3991554230887,-63.2536656283933 -32.3992576129904,-63.2536381485529 -32.3992895115955,-63.2535974242321 -32.3993363721983)))";"95815600";"781312";"1604220202068017";"017";EDIFICADO NoPH;MZ 2 LT 17;1.000000000000000;2100.00000;3153567.3600000;"0";0.0000000;368.00000;772800.0000;162.0000;2380767.3600;"1";"160415539662";"1604"
"MULTIPOLYGON (((-63.219635394395 -32.4121181320265,-63.2194214408505 -32.4119806013145,-63.2193599571081 -32.4120489764629,-63.219574032557 -32.4121871338816,-63.219635394395 -32.4121181320265)))";"829435003";"797573";"1604220302435013";"013";BALDIO;LT 13;1.200000000000000;2520.00000;1130976.0000000;"0";0.0000000;374.00000;1130976.0000;0.0000;0.0000;"1";"160423012886";"1604"
"MULTIPOLYGON (((-63.2104510148963 -32.421742735316,-63.2104507249077 -32.4214747454227,-63.2104505063778 -32.4213806250845,-63.2103903714577 -32.4213807255157,-63.210340203651 -32.4213808092789,-63.210340090483 -32.4214752119699,-63.2103400472521 -32.4217429206221,-63.2104510148963 -32.421742735316)))";"597933602";"793428";"1604220302158025";"025";EDIFICADO NoPH;MZ 31 LTE 15;0.900000000000000;1330.00000;4593964.0300000;"0";0.0000000;400.00000;478800.0000;228.0000;4115164.0300;"1";"160410084128";"1604"
"MULTIPOLYGON (((-63.2364620486625 -32.4055630666301,-63.2364554249271 -32.4055706876313,-63.2365452630831 -32.405628006037,-63.2367466378642 -32.405401625098,-63.2366641180125 -32.405348238277,-63.236657795605 -32.4053440231645,-63.2365206715739 -32.4054967338549,-63.2364620486625 -32.4055630666301)))";"533765402";"776200";"1604220201054004";"004";EDIFICADO NoPH;MZ 226 LTE 1;1.000000000000000;5320.00000;2388867.8400000;"0";0.0000000;308.00000;1638560.0000;136.0000;750307.8400;"1";"160404540910";"1604"
"MULTIPOLYGON (((-63.2070219461142 -32.428278248429,-63.2071468755202 -32.4282774794729,-63.2071485810095 -32.4280061049656,-63.207099739215 -32.4280064670652,-63.2070203280752 -32.4280063157874,-63.2070219461142 -32.428278248429)))";"1380167";"794163";"1604220302200004";"004";EDIFICADO NoPH;MZ 47 LT 3;1.100000000000000;840.00000;1895513.6000000;"0";0.0000000;336.00000;310464.0000;140.0000;1585049.6000;"1";"160408046804";"1604"
"MULTIPOLYGON (((-63.247925826514 -32.3949198251955,-63.247840629178 -32.3950199005138,-63.2478864554363 -32.3950480033669,-63.2479716527484 -32.3949479280175,-63.247925826514 -32.3949198251955)))";"72158600";"2041138";"1604220202201022";"022";EDIFICADO NoPH;MZ 201 - LT 22;0.900000000000000;2030.00000;1400603.4500000;"0";0.0000000;72.83000;133060.4100;74.0000;1267543.0400;"1";"160428193129";"1604"
"MULTIPOLYGON (((-63.2367581956938 -32.4079203224509,-63.2366906440139 -32.40787536152,-63.2364577932276 -32.4081353354288,-63.2365020477217 -32.4081634322731,-63.2365276688345 -32.408179728523,-63.2366462451139 -32.4080464968333,-63.2367581956938 -32.4079203224509)))";"786919202";"785286";"1604220301043040";"040";EDIFICADO NoPH;MZ E LT 14 A;0.900000000000000;9100.00000;2735815.9200000;"0";0.0000000;295.00000;2416050.0000;114.0000;319765.9200;"1";"160414101019";"1604"
"MULTIPOLYGON (((-63.2549697622178 -32.4142940191231,-63.2548652565454 -32.4142260353168,-63.2547940531642 -32.4143050828812,-63.2548992256726 -32.4143739107919,-63.2549697622178 -32.4142940191231)))";"751761202";"766660";"1604220102026032";"032";EDIFICADO NoPH;MZ B LTE 4-B;1.200000000000000;9800.00000;2711979.5200000;"0";0.0000000;139.00000;1634640.0000;121.0000;1077339.5200;"1";"160411752442";"1604"
"MULTIPOLYGON (((-63.2288949940373 -32.4216218109066,-63.2288380903418 -32.4215858440833,-63.2288011529418 -32.4215625219031,-63.2287912142724 -32.4215738118856,-63.228675932637 -32.4217075935949,-63.2287724295732 -32.4217660324727,-63.2288111861923 -32.4217203107609,-63.2288949940373 -32.4216218109066)))";"703300602";"796189";"1604220302326002";"002";EDIFICADO NoPH;MZ B LT 10;1.100000000000000;3780.00000;2305453.3600000;"0";0.0000000;209.00000;869022.0000;124.0000;1436431.3600;"1";"160416642696";"1604"
"MULTIPOLYGON (((-63.2268326513404 -32.4193111303123,-63.2267497942081 -32.4192585864935,-63.2265897850124 -32.4194417582061,-63.2266739744124 -32.4194957120798,-63.2268326513404 -32.4193111303123)))";"762106002";"791943";"1604220302086015";"015";EDIFICADO NoPH;MZ F LTE 1 PTE;1.000000000000000;3780.00000;2718724.8000000;"0";0.0000000;250.00000;945000.0000;153.0000;1773724.8000;"1";"160409385971";"1604"
"MULTIPOLYGON (((-63.2335417516309 -32.4173902523004,-63.2335473819812 -32.4173834787003,-63.2336070040243 -32.4173143275407,-63.2335238143071 -32.4172623490235,-63.2335071763752 -32.4172519533133,-63.2334948580515 -32.4172418313949,-63.2334408685002 -32.4173050542986,-63.2333679929859 -32.4172589743374,-63.2333567315476 -32.4172722397244,-63.2335417516309 -32.4173902523004)))";"713075802";"790122";"1604220302027045";"045";EDIFICADO NoPH;MZ E LT 10B;0.500000000000000;4900.00000;648388.6400000;"0";0.0000000;154.00000;377300.0000;74.0000;271088.6400;"1";"160419168031";"1604"
"MULTIPOLYGON (((-63.2860544003441 -32.4161609851673,-63.2859407150849 -32.4162452190272,-63.2859964352465 -32.4163211780422,-63.2860521546126 -32.4163968552351,-63.2861075418547 -32.4164725331564,-63.2862212272409 -32.4163882991483,-63.2860544003441 -32.4161609851673)))";"1382450804";"771401";"1604220103111007";"007";EDIFICADO NoPH;MZ 2 LTE 7;1.100000000000000;1680.00000;3319570.5600000;"0";0.0000000;406.00000;750288.0000;161.0000;2569282.5600;"1";"160411565472";"1604"
"MULTIPOLYGON (((-63.2372475231582 -32.4113536843876,-63.2371219923227 -32.4114965108266,-63.2371619234295 -32.4115220793659,-63.2373215867442 -32.4113470635539,-63.2373520554422 -32.4113112177281,-63.2373097952911 -32.4112842446407,-63.2372475231582 -32.4113536843876)))";"1373008";"784750";"1604220301031036";"036";EDIFICADO NoPH;MZ 34 LT A;0.500000000000000;12880.00000;1288618.5600000;"0";0.0000000;145.00000;933800.0000;124.0000;354818.5600;"1";"160417063011";"1604"
"MULTIPOLYGON (((-63.284238428857 -32.4122193568379,-63.2842620717457 -32.4121313824502,-63.2839725593053 -32.4120793389382,-63.2839472542583 -32.4121670352203,-63.284238428857 -32.4122193568379)))";"1354491";"771692";"1604220103123007";"007";EDIFICADO NoPH;MZ 18 LT 16;1.000000000000000;1540.00000;1667804.4800000;"0";0.0000000;280.00000;431200.0000;88.0000;1236604.4800;"1";"160416636025";"1604"
"MULTIPOLYGON (((-63.2342399220915 -32.3957197417748,-63.2341507580645 -32.3956618567533,-63.2338646310678 -32.3959898389352,-63.2339444792254 -32.3960415418588,-63.2340570998782 -32.3959218498105,-63.2340875727269 -32.3958891044835,-63.2341405629262 -32.3958298281736,-63.2342399220915 -32.3957197417748)))";"1362950";"778285";"1604220201108020";"020";EDIFICADO NoPH;MZ G LT 7;0.800000000000000;1400.00000;1869052.8000000;"0";0.0000000;450.00000;504000.0000;141.0000;1365052.8000;"1";"160403903784";"1604"
"MULTIPOLYGON (((-63.2117892643663 -32.4055261704026,-63.2117893029264 -32.405526171172,-63.2117891414803 -32.4054179594686,-63.2115251551362 -32.4054180749967,-63.2115252208837 -32.4055264536318,-63.2117892643663 -32.4055261704026)))";"22285610";"1972243";"1604220301210011";"011";EDIFICADO NoPH;LT 11;1.200000000000000;1610.00000;1736242.5600000;"0";0.0000000;298.08000;575890.5600;75.0000;1160352.0000;"1";"160425759393";"1604"
"MULTIPOLYGON (((-63.2604377099692 -32.4035615253585,-63.26056119353 -32.4034164254968,-63.2604746739264 -32.4033624989573,-63.2604640809032 -32.4033752018001,-63.260452822728 -32.4033876242177,-63.2603190611553 -32.4035395083776,-63.2604082438664 -32.4035954021117,-63.2604377099692 -32.4035615253585)))";"1351586";"769515";"1604220103020007";"007";EDIFICADO NoPH;MZ 27 B LT 23;1.000000000000000;1680.00000;726485.7600000;"0";0.0000000;246.00000;413280.0000;48.0000;313205.7600;"1";"160415547282";"1604"
"MULTIPOLYGON (((-63.2398530861599 -32.3998383909287,-63.2399170047562 -32.399767255866,-63.2398454680096 -32.3997208951447,-63.2397812179767 -32.3997923126016,-63.2398530861599 -32.3998383909287)))";"1364977";"776538";"1604220201061013";"013";EDIFICADO NoPH;MZ J LT 32 B;1.200000000000000;5740.00000;1185971.8400000;"0";0.0000000;84.00000;578592.0000;75.0000;607379.8400;"1";"160415502793";"1604"
"MULTIPOLYGON (((-63.2481864856054 -32.3944672694233,-63.2483806395821 -32.394586494245,-63.2484445451227 -32.3945114147577,-63.2482503913118 -32.3943921900736,-63.2481864856054 -32.3944672694233)))";"21915245";"1967751";"1604220202199005";"005";EDIFICADO NoPH;Mza 199 Lote 5;1.100000000000000;1820.00000;2427704.0900000;"0";0.0000000;231.59000;463643.1800;113.0000;1964060.9100;"1";"160425755436";"1604"
"MULTIPOLYGON (((-63.2622839582015 -32.404491859736,-63.2623041548042 -32.4044689919975,-63.2623458742286 -32.4044224083536,-63.2618663193336 -32.4041142723919,-63.2618060688909 -32.4041854108756,-63.2621711524643 -32.4044233355411,-63.2622839582015 -32.404491859736)))";"247009602";"769649";"1604220103024032";"032";EDIFICADO NoPH;MZ 26 LT 24;0.800000000000000;1750.00000;1307982.4000000;"0";0.0000000;563.00000;788200.0000;40.0000;519782.4000;"1";"160419990199";"1604"
"MULTIPOLYGON (((-63.2382119770645 -32.4218756298259,-63.2380259139576 -32.4217457906776,-63.2379580064291 -32.4218225680806,-63.2381480423928 -32.4219470456511,-63.2382119770645 -32.4218756298259)))";"1359509";"762896";"1604220101006012";"012";EDIFICADO NoPH;MZ K LT 2;1.100000000000000;7420.00000;2185456.7200000;"0";0.0000000;225.00000;1836450.0000;115.0000;349006.7200;"1";"160408006837";"1604"
"MULTIPOLYGON (((-63.2516288539368 -32.419613761332,-63.251586456022 -32.4196597791119,-63.2516573438077 -32.4197038798685,-63.25169095694 -32.4197246657966,-63.2517399798651 -32.4196715897895,-63.2517542219229 -32.4196557806316,-63.2517837019297 -32.4196238785226,-63.2518015875396 -32.4196041169028,-63.2518184795844 -32.4195854844592,-63.2517143117489 -32.4195208790114,-63.2516994068113 -32.4195372530858,-63.2516530339479 -32.4195875058027,-63.2516288539368 -32.419613761332)))";"594727802";"767228";"1604220102044003";"003";EDIFICADO NoPH;MZ G LT 24;1.100000000000000;8820.00000;2830624.0000000;"0";0.0000000;240.00000;2328480.0000;160.0000;502144.0000;"1";"160405734084";"1604"
"MULTIPOLYGON (((-63.2567152489222 -32.4124325777726,-63.2566986906164 -32.4124509284084,-63.2564662148039 -32.4127098110098,-63.2564925067697 -32.412726665406,-63.2565514145752 -32.4127645882842,-63.2566080420968 -32.4127010683167,-63.256638508375 -32.4126669086523,-63.2567656741519 -32.4125251867451,-63.2568223029707 -32.4124622302744,-63.2568388604551 -32.4124435978255,-63.2569137020526 -32.4123600328983,-63.2568298320552 -32.4123055349533,-63.2567486969188 -32.4123955940207,-63.2567152489222 -32.4124325777726)))";"807262602";"766765";"1604220102028045";"045";EDIFICADO NoPH;MZ E LT 5;0.800000000000000;7000.00000;5058652.8000000;"0";0.0000000;564.00000;3158400.0000;157.0000;1900252.8000;"1";"160417752011";"1604"
"MULTIPOLYGON (((-63.2247911719541 -32.4023498237812,-63.2245973611008 -32.4025655561548,-63.2246844080988 -32.4026173081537,-63.224878219234 -32.4024015751877,-63.2247911719541 -32.4023498237812)))";"708213402";"1999322";"1604220301226003";"003";EDIFICADO NoPH;MZ 226 LT 3;1.000000000000000;1680.00000;1633411.8400000;"0";0.0000000;300.80000;505344.0000;74.0000;1128067.8400;"1";"160425757081";"1604"
"MULTIPOLYGON (((-63.2264320542709 -32.4060377195706,-63.2264671690086 -32.405999050001,-63.2264963206578 -32.4059668725174,-63.2264291147073 -32.4059247234235,-63.2263455982423 -32.4058690772329,-63.226259420927 -32.405812026768,-63.2262435198831 -32.4058295268582,-63.2261961495977 -32.4058823083182,-63.2263638454261 -32.4059930360526,-63.2264320542709 -32.4060377195706)))";"712721202";"787286";"1604220301110015";"015";EDIFICADO NoPH;MZ 3 LT 14;1.000000000000000;2170.00000;1395560.3200000;"0";0.0000000;282.00000;611940.0000;171.0000;783620.3200;"1";"160417770159";"1604"
"MULTIPOLYGON (((-63.2435910751261 -32.3995423777756,-63.2437179094496 -32.3994001057763,-63.2436443773748 -32.3993534692725,-63.243603643301 -32.3993986358844,-63.2435923893498 -32.3994133111947,-63.243517540731 -32.3994948958058,-63.2435910751261 -32.3995423777756)))";"1364785";"780519";"1604220202044027";"027";EDIFICADO NoPH;MZ 2 LT A;1.100000000000000;9800.00000;2096716.6400000;"0";0.0000000;173.00000;1864940.0000;81.0000;231776.6400;"1";"160416603381";"1604"
"MULTIPOLYGON (((-63.2847678920612 -32.411879721733,-63.2846635236177 -32.4118616406597,-63.2846044961777 -32.4121066566771,-63.2847085326909 -32.4121247385476,-63.2847678920612 -32.411879721733)))";"1354357";"771719";"1604220103124012";"012";EDIFICADO NoPH;MZ 17 LT 21;1.000000000000000;2100.00000;2685163.0400000;"0";0.0000000;277.00000;581700.0000;119.0000;2103463.0400;"1";"160416636297";"1604"
"MULTIPOLYGON (((-63.2397903455263 -32.414677476912,-63.2397827277565 -32.4146862271641,-63.2398629257703 -32.4147370800675,-63.2398708750032 -32.4147280473811,-63.2399589793916 -32.4146281229375,-63.2399632847188 -32.4146230423643,-63.2399851450502 -32.414598202458,-63.2400569622028 -32.4145229087704,-63.2399718464468 -32.4144688822386,-63.2399516427238 -32.4144920281972,-63.2399364072448 -32.4145095287206,-63.2399036175004 -32.4145470703638,-63.2398910322386 -32.4145617478501,-63.2398791084135 -32.4145752968818,-63.239835389182 -32.4146255402487,-63.2397903455263 -32.414677476912)))";"472834802";"783809";"1604220301011049";"049";EDIFICADO NoPH;MZ 29 LT 49;1.000000000000000;13300.00000;6715533.7600000;"0";0.0000000;278.00000;3697400.0000;254.0000;3018133.7600;"1";"160424959526";"1604"
"MULTIPOLYGON (((-63.2241577974561 -32.4163291344843,-63.2241727047749 -32.416311918247,-63.2241949006789 -32.4162865168794,-63.2242373040207 -32.4162376902614,-63.2241527896677 -32.4161848624924,-63.2240249101309 -32.416329370819,-63.2240528603445 -32.416347074436,-63.2240981130946 -32.4163757374218,-63.2241107569021 -32.4163836052955,-63.2241243388484 -32.4163678004147,-63.2241577974561 -32.4163291344843)))";"1376346";"791436";"1604220302070017";"017";EDIFICADO NoPH;MZ P LT 17;1.100000000000000;2660.00000;2841637.1200000;"0";0.0000000;200.00000;585200.0000;147.0000;2256437.1200;"1";"160418265873";"1604"
"MULTIPOLYGON (((-63.224300577776 -32.4161648735947,-63.2243635199098 -32.4160923392849,-63.2242766766135 -32.4160381067513,-63.2241918295106 -32.4159849978,-63.2241292181369 -32.41605696784,-63.224300577776 -32.4161648735947)))";"1380931";"791438";"1604220302070019";"019";EDIFICADO NoPH;MZ P LT 19;1.100000000000000;2660.00000;1508491.5200000;"0";0.0000000;200.00000;585200.0000;90.0000;923291.5200;"1";"160418265890";"1604"
"MULTIPOLYGON (((-63.2613863387864 -32.3916150992766,-63.2616117765442 -32.3917506858414,-63.2616732389443 -32.3916771182,-63.2615605200276 -32.3916093250228,-63.2614478012791 -32.3915415317431,-63.2613863387864 -32.3916150992766)))";"681604202";"2105158";"1604220202274018";"018";BALDIO;MZ 274 LT 18;1.000000000000000;2170.00000;564200.0000000;"0";0.0000000;260.00000;564200.0000;0.0000;0.0000;"1";"160440210870";"1604"
"MULTIPOLYGON (((-63.246814915315 -32.4072013208261,-63.2468884492714 -32.4071236821057,-63.246929854117 -32.4070802039609,-63.2469078931552 -32.4070667206451,-63.2468846003962 -32.407052112739,-63.2468712900323 -32.4070436848486,-63.2468569815858 -32.4070346953143,-63.2467483619095 -32.4071586177299,-63.246814915315 -32.4072013208261)))";"665350802";"774306";"1604220201015029";"029";EDIFICADO NoPH;MZ 86;1.000000000000000;16380.00000;2645450.2400000;"0";0.0000000;136.00000;2227680.0000;146.0000;417770.2400;"1";"160407471498";"1604"
"MULTIPOLYGON (((-63.242981976182 -32.3973396014292,-63.2430525214489 -32.3972639431961,-63.2432396275156 -32.3970556143526,-63.2432003661533 -32.3970303281742,-63.2431324903223 -32.3969864984274,-63.2430122772227 -32.3971197395408,-63.2428751747667 -32.3972718936381,-63.242981976182 -32.3973396014292)))";"890871404";"780413";"1604220202040022";"022";EDIFICADO NoPH;MZ 9 LT 1;0.900000000000000;3780.00000;2797377.6000000;"0";0.0000000;492.00000;1673784.0000;391.0000;1123593.6000;"1";"160408051760";"1604"
"MULTIPOLYGON (((-63.2402667162972 -32.4183038795878,-63.2403571380627 -32.4181997235186,-63.2403733662665 -32.4181805302687,-63.240390254429 -32.4181596449671,-63.2403037288646 -32.4181042957298,-63.2402858455127 -32.4181257465147,-63.2401808558659 -32.4182488107976,-63.2402667162972 -32.4183038795878)))";"593987402";"763026";"1604220101012008";"008";EDIFICADO NoPH;SEC 3 MZ 7 LT 8;1.100000000000000;9380.00000;3492660.0900000;"0";0.0000000;200.00000;2063600.0000;133.8100;1429060.0900;"1";"160401831174";"1604"
"MULTIPOLYGON (((-63.2271759627213 -32.4193578539235,-63.2271909377612 -32.4193676898687,-63.2272718009126 -32.4194199585496,-63.2273241426601 -32.4193598410516,-63.2273357374714 -32.4193465756036,-63.2273224270993 -32.4193381456647,-63.2272528809745 -32.4192943105583,-63.2271652126061 -32.4192388432848,-63.227102647797 -32.4193105410405,-63.2271759627213 -32.4193578539235)))";"762105402";"791929";"1604220302086001";"001";EDIFICADO NoPH;MZ F-LT 13 SUBDIV 1;1.000000000000000;3780.00000;2405226.2400000;"0";0.0000000;200.00000;756000.0000;148.0000;1649226.2400;"1";"160409385947";"1604"
"MULTIPOLYGON (((-63.2497881391992 -32.4191952219847,-63.2495874496946 -32.4190680332784,-63.2495553229045 -32.4191041670947,-63.2497558992982 -32.4192309354748,-63.2497881391992 -32.4191952219847)))";"784951602";"766470";"1604220102020016";"016";EDIFICADO NoPH;MZ D LT 7 PT;0.500000000000000;8820.00000;921518.6400000;"0";0.0000000;115.00000;507150.0000;74.0000;414368.6400;"1";"160405776097";"1604"
"MULTIPOLYGON (((-63.2604729799704 -32.4093653794692,-63.2605127142811 -32.4093204913533,-63.2605180123482 -32.4093145626296,-63.2605524485527 -32.4092756032246,-63.2604665844846 -32.4092205481971,-63.2604412909996 -32.4092042561536,-63.2604256496835 -32.4091944255267,-63.2604114123936 -32.4092107992687,-63.2603478395766 -32.4092833528705,-63.2603897750166 -32.4093108824912,-63.2604430260461 -32.4093457154761,-63.2604729799704 -32.4093653794692)))";"1353121";"770079";"1604220103044015";"015";EDIFICADO NoPH;MZ 1 LT 5A;1.300000000000000;4830.00000;2906428.2000000;"0";0.0000000;175.00000;1098825.0000;156.0000;1807603.2000;"1";"160419189135";"1604"
"MULTIPOLYGON (((-63.2505622300546 -32.392972846007,-63.2503676399604 -32.3928541376157,-63.2503033159027 -32.3929296273494,-63.250497906076 -32.3930483358381,-63.2505622300546 -32.392972846007)))";"21915350";"1967716";"1604220202197022";"022";BALDIO;Mza 197 Lote 22;1.300000000000000;1680.00000;508740.9600000;"0";0.0000000;232.94000;508740.9600;0.0000;0.0000;"1";"160425755088";"1604"
"MULTIPOLYGON (((-63.2476316925357 -32.414839843892,-63.2476028785691 -32.4148723073416,-63.2475445869184 -32.4149375173233,-63.247537632765 -32.4149457031411,-63.2476321366425 -32.4150024407478,-63.247721649742 -32.4150563701097,-63.2478481676491 -32.4149143766796,-63.2477060626639 -32.4148230716041,-63.24766845648 -32.4147989108551,-63.247647922445 -32.4148220586903,-63.2476316925357 -32.414839843892)))";"890126804";"764262";"1604220101047036";"036";EDIFICADO NoPH;LT A;1.000000000000000;12180.00000;7437283.3900000;"0";0.0000000;424.00000;5164320.0000;198.0000;2272963.3900;"1";"160418261231";"1604"
"MULTIPOLYGON (((-63.2470299394617 -32.4137008682128,-63.2470859121513 -32.4136381991919,-63.2469567921288 -32.4135564489333,-63.2469197061306 -32.4136010457824,-63.2468511424345 -32.4136758567343,-63.2467991384158 -32.4137320365114,-63.2469019664954 -32.4137963669386,-63.2469262652971 -32.4138137908348,-63.246967343252 -32.413771158751,-63.2469852280028 -32.413751116,-63.2470070869616 -32.4137265566792,-63.2470299394617 -32.4137008682128)))";"522559202";"763550";"1604220101026002";"002";EDIFICADO NoPH;MZ 53;1.100000000000000;15960.00000;7752107.6800000;"0";0.0000000;367.00000;6443052.0000;238.0000;1309055.6800;"1";"160401795631";"1604"
"MULTIPOLYGON (((-63.2122999708815 -32.4186398492561,-63.2124042195219 -32.4186095211074,-63.2123534246329 -32.4184830791423,-63.2122687082035 -32.418483785489,-63.2122351539896 -32.4184841238115,-63.2122475149875 -32.4185134100472,-63.2122628838495 -32.4185502997773,-63.2122999708815 -32.4186398492561)))";"1377828";"792965";"1604220302135008";"008";EDIFICADO NoPH;MZ 23 LT 1;1.100000000000000;1470.00000;1018508.4400000;"0";0.0000000;183.00000;295911.0000;90.0000;722597.4400;"1";"160422310646";"1604"
"MULTIPOLYGON (((-63.272673787071 -32.4147760245165,-63.272683454231 -32.4146765288113,-63.2723950425595 -32.4146596811255,-63.2723860505132 -32.4147628387278,-63.272673787071 -32.4147760245165)))";"1356349";"772100";"1604220103138012";"012";EDIFICADO NoPH;MZ 14 LT 10;1.000000000000000;2660.00000;1545350.0800000;"0";0.0000000;270.00000;718200.0000;82.0000;827150.0800;"1";"160417056022";"1604"
"MULTIPOLYGON (((-63.2251635598157 -32.4055312951319,-63.225078866048 -32.4054768023142,-63.2245694773859 -32.4060465593787,-63.2246541713836 -32.4061010525327,-63.2251635598157 -32.4055312951319)))";"820509602";"787497";"1604220301121018";"018";EDIFICADO NoPH;LTE 5;1.000000000000000;1890.00000;1516654.0000000;"0";0.0000000;793.00000;1498770.0000;25.0000;17884.0000;"1";"160404532402";"1604"
"MULTIPOLYGON (((-63.2481110269568 -32.4202838090327,-63.248137985595 -32.4203012274337,-63.2481832517433 -32.4203312906892,-63.2481955667185 -32.4203394385797,-63.2482125391235 -32.4203498316799,-63.2482471499538 -32.4203711801571,-63.2482766252567 -32.4203370244914,-63.2483243246781 -32.4202850796125,-63.248253769505 -32.4202406945277,-63.2482141652119 -32.4202156925117,-63.2481878733631 -32.420199118208,-63.2481368701009 -32.4202578327007,-63.2481110269568 -32.4202838090327)))";"484645002";"766276";"1604220102015036";"036";EDIFICADO NoPH;MZ 2 LT 1;1.300000000000000;9380.00000;3277061.5200000;"0";0.0000000;189.00000;2304666.0000;174.0000;972395.5200;"1";"160416633531";"1604"
"MULTIPOLYGON (((-63.2266965582996 -32.4185626366511,-63.2265703399334 -32.4187068627173,-63.2266558589546 -32.4187613778172,-63.2268486707598 -32.4185434823784,-63.2267628153742 -32.4184872772215,-63.2266965582996 -32.4185626366511)))";"818096202";"791604";"1604220302076018";"018";EDIFICADO NoPH;MZ B LT 24;1.000000000000000;3780.00000;3444106.1800000;"0";0.0000000;300.00000;1134000.0000;199.0000;2310106.1800;"1";"160405745213";"1604"
"MULTIPOLYGON (((-63.2416827084291 -32.4021160600576,-63.2417489410711 -32.4020406926666,-63.2416348138622 -32.4019679255557,-63.2415758633036 -32.4020336977597,-63.2415675839304 -32.4020430130001,-63.2415968640367 -32.4020615556171,-63.2416827084291 -32.4021160600576)))";"768948202";"775884";"1604220201047057";"057";EDIFICADO NoPH;MZ 206 LT 1A;0.500000000000000;8540.00000;805210.0800000;"0";0.0000000;142.00000;606340.0000;139.0000;198870.0800;"1";"160419169304";"1604"
"MULTIPOLYGON (((-63.2413530361613 -32.3991837259117,-63.241219900944 -32.3993310799914,-63.2413729527132 -32.3994285713142,-63.2415047622017 -32.3992823468126,-63.2413826467027 -32.3992019861577,-63.2413530361613 -32.3991837259117)))";"404934002";"779167";"1604220201149001";"001";EDIFICADO NoPH;MZ J LT 12;1.000000000000000;4900.00000;3013204.9600000;"0";0.0000000;363.00000;1778700.0000;168.0000;1234504.9600;"1";"160405778006";"1604"
"MULTIPOLYGON (((-63.2508232065426 -32.4166170336237,-63.2508549934937 -32.4165786457635,-63.2508768536357 -32.4165546493779,-63.250882152755 -32.4165487210609,-63.2509324970845 -32.4164933883267,-63.2508346533832 -32.416431587497,-63.2507824039464 -32.4163987210874,-63.2507388077981 -32.4163714734045,-63.2506329771144 -32.4163046159384,-63.2505213616404 -32.4164285474007,-63.2506701178924 -32.416520399627,-63.2507037303938 -32.4165414676328,-63.2507789435008 -32.4165889418884,-63.2508232065426 -32.4166170336237)))";"712303602";"766100";"1604220102010007";"007";EDIFICADO NoPH;SEC 3A;1.000000000000000;11760.00000;8942642.5600000;"0";0.0000000;601.00000;7067760.0000;660.0000;1874882.5600;"1";"160401804151";"1604"
