WKT;gid
"MULTILINESTRING ((-63.2550733359259 -32.3956094400375,-63.2556222782774 -32.394960486181,-63.2553830774986 -32.3948148372198))";"2222"
"MULTILINESTRING ((-63.2542062683657 -32.3950830321798,-63.2547597978233 -32.3944253700066))";"2223"
"MULTILINESTRING ((-63.247860199236 -32.3912367767888,-63.2495739333928 -32.3893696307273))";"2224"
"MULTILINESTRING ((-63.2492508871882 -32.3893781983454,-63.2486576980225 -32.3890871398006))";"2225"
"MULTILINESTRING ((-63.2481247315757 -32.3906662319611,-63.2475589313629 -32.390316668409))";"2226"
"MULTILINESTRING ((-63.2431147163848 -32.3929101515618,-63.2428139186184 -32.3930925000874))";"2227"
"MULTILINESTRING ((-63.2456540691866 -32.3924322282142,-63.2444384669881 -32.3937862179548))";"2228"
"MULTILINESTRING ((-63.2425690440325 -32.390461439309,-63.2418015263397 -32.3875949781574))";"2229"
"MULTILINESTRING ((-63.2241798003966 -32.4035999452934,-63.2229477232153 -32.4028127428698))";"2230"
"MULTILINESTRING ((-63.2247815322753 -32.408229396161,-63.2226378769633 -32.4068467503116))";"2231"
"MULTILINESTRING ((-63.2192880666762 -32.4075049547859,-63.2193020614441 -32.4067136122867))";"2232"
"MULTILINESTRING ((-63.2199108757192 -32.4075038695046,-63.2199075883336 -32.4071114503401))";"2233"
"MULTILINESTRING ((-63.2118512200939 -32.4020665444506,-63.2118789302899 -32.4019744134423,-63.2118094154959 -32.4019593654876,-63.2110456499833 -32.4030979737258,-63.2110443161017 -32.4038063888569,-63.2110426394402 -32.4046968603385,-63.2110409541531 -32.4055919223046,-63.2110400007493 -32.4060982826249))";"2234"
"MULTILINESTRING ((-63.2144750596419 -32.4044169588242,-63.2158254369882 -32.4044380319068))";"2235"
"MULTILINESTRING ((-63.2144672373343 -32.4049936385663,-63.2166717650778 -32.4049509038106))";"2236"
"MULTILINESTRING ((-63.2208189465057 -32.415209774067,-63.2198187088985 -32.4145700332415,-63.2193361288115 -32.4151129125375,-63.2185935544427 -32.414637957654,-63.2195839595348 -32.4135238009624))";"2237"
"MULTILINESTRING ((-63.2198187088985 -32.4145700332415,-63.2190826029414 -32.4140933582396))";"2238"
"MULTILINESTRING ((-63.2198187088985 -32.4145700332415,-63.2203156424659 -32.4140133035103))";"2239"
"MULTILINESTRING ((-63.2038704139267 -32.4310568216533,-63.2022208283649 -32.4305810640376))";"2240"
"MULTILINESTRING ((-63.2414179421826 -32.4203322841604,-63.2421025061445 -32.4207708464676))";"2241"
"MULTILINESTRING ((-63.232784899434 -32.3983637095076,-63.2354794495083 -32.3953378144848))";"2242"
"MULTILINESTRING ((-63.2294113138697 -32.4021404742038,-63.2319473002667 -32.3993042542081))";"2243"
"MULTILINESTRING ((-63.2284601559731 -32.4015084876339,-63.2345113814921 -32.3947065055672))";"2244"
"MULTILINESTRING ((-63.2275171598854 -32.4009046586174,-63.2335425885218 -32.3940924825872))";"2245"
"MULTILINESTRING ((-63.2265175166928 -32.400258636485,-63.2325871188269 -32.3934805123436))";"2246"
"MULTILINESTRING ((-63.235409608112 -32.397094750245,-63.2294450352323 -32.3932310137934))";"2247"
"MULTILINESTRING ((-63.2359486396988 -32.3956412804893,-63.2349138650058 -32.3967831427964))";"2248"
"MULTILINESTRING ((-63.2345843558954 -32.398026993317,-63.2286491676206 -32.3941534859759))";"2249"
"MULTILINESTRING ((-63.232784899434 -32.3983637095076,-63.2294366060933 -32.3962108186725))";"2250"
"MULTILINESTRING ((-63.2319473002667 -32.3993042542081,-63.2286728120502 -32.3972009547172))";"2251"
"MULTILINESTRING ((-63.2324852760819 -32.4003983576363,-63.230545645299 -32.3991614941108))";"2252"
"MULTILINESTRING ((-63.2320735222198 -32.4008631609698,-63.2278610394101 -32.3981640837865))";"2253"
"MULTILINESTRING ((-63.2316645201426 -32.4013249820774,-63.2295418841743 -32.3999624508969))";"2254"
"MULTILINESTRING ((-63.2312535007818 -32.4017893304579,-63.2273848839678 -32.3992755918786))";"2255"
"MULTILINESTRING ((-63.2308384493185 -32.402258103472,-63.22661921476 -32.3995343161638))";"2256"
"MULTILINESTRING ((-63.2308541054865 -32.3923705671384,-63.2288578602331 -32.3946136202064))";"2257"
"MULTILINESTRING ((-63.231368501705 -32.3927002088015,-63.2293377049077 -32.3949784495183))";"2258"
"MULTILINESTRING ((-63.2318694877093 -32.3930211259466,-63.2298016236035 -32.3953568505042))";"2259"
"MULTILINESTRING ((-63.2294113138697 -32.4021404742038,-63.2276627145 -32.4041165774719))";"2260"
"MULTILINESTRING ((-63.2299126655967 -32.402461938912,-63.2285101893185 -32.4040293634521))";"2261"
"MULTILINESTRING ((-63.230963830735 -32.4031412350113,-63.2300075116878 -32.4042399652243))";"2262"
"MULTILINESTRING ((-63.230092259961 -32.4050628509744,-63.228042427288 -32.4037254599288))";"2263"
"MULTILINESTRING ((-63.2305144986462 -32.4045714333306,-63.2298396143736 -32.4041386879489))";"2264"
"MULTILINESTRING ((-63.2289877745401 -32.4034799452331,-63.2278004428638 -32.402730378247))";"2265"
"MULTILINESTRING ((-63.2275765799296 -32.4041834281401,-63.2296890700442 -32.4055225807902))";"2266"
"MULTILINESTRING ((-63.229240853006 -32.4060010575761,-63.2264750989255 -32.4042463624637))";"2267"
"MULTILINESTRING ((-63.2290019800051 -32.4043636966313,-63.2242680907557 -32.409682973263))";"2268"
"MULTILINESTRING ((-63.2251786409439 -32.407768556059,-63.2267677515 -32.4087773520661))";"2269"
"MULTILINESTRING ((-63.2258558100128 -32.4098092466764,-63.2242470972641 -32.4087758940713))";"2270"
"MULTILINESTRING ((-63.2226262756758 -32.4053684301847,-63.2271884930554 -32.4083107467629))";"2271"
"MULTILINESTRING ((-63.2276373214402 -32.4078128885173,-63.225546599165 -32.4064574703027))";"2272"
"MULTILINESTRING ((-63.2251168003973 -32.4069763149031,-63.2267142329998 -32.4051859310327))";"2273"
"MULTILINESTRING ((-63.2287077452593 -32.4016468695493,-63.2253069994147 -32.4055426649262))";"2274"
"MULTILINESTRING ((-63.2250465059912 -32.4041459477031,-63.2243276361678 -32.4049477233694))";"2275"
"MULTILINESTRING ((-63.2207470353047 -32.4030190695766,-63.2243664359411 -32.3989275348532))";"2276"
"MULTILINESTRING ((-63.2209540867989 -32.4027845014315,-63.2234752477477 -32.4044088105017))";"2277"
"MULTILINESTRING ((-63.2251722954749 -32.4010029804266,-63.2231705475861 -32.3997983793537))";"2278"
"MULTILINESTRING ((-63.2223425400191 -32.4006847493498,-63.2243649028238 -32.4019623285961))";"2279"
"MULTILINESTRING ((-63.2229477232153 -32.4028127428698,-63.2207996584012 -32.4014302103715,-63.217582087172 -32.4050744939133))";"2280"
"MULTILINESTRING ((-63.2252015440377 -32.3994615032096,-63.2192827121265 -32.4061528691497))";"2281"
"MULTILINESTRING ((-63.2233428070707 -32.4030724604029,-63.22024935574 -32.4065396409778))";"2282"
"MULTILINESTRING ((-63.2226262756758 -32.4053684301847,-63.2201360770927 -32.4037225872207))";"2283"
"MULTILINESTRING ((-63.220965716995 -32.4057695686442,-63.2200758076837 -32.4052035556995))";"2284"
"MULTILINESTRING ((-63.2587556724268 -32.3986864857284,-63.2600669978037 -32.3994462241289))";"2285"
"MULTILINESTRING ((-63.2589754324787 -32.3999360500096,-63.2596192074629 -32.3991762577951))";"2286"
"MULTILINESTRING ((-63.2587556724268 -32.3986864857284,-63.2591271965275 -32.3983284831001))";"2287"
"MULTILINESTRING ((-63.2591650507269 -32.4011992921535,-63.2586473973704 -32.4017607353021,-63.2583708209518 -32.4018154804676,-63.2576874651556 -32.4013815009461))";"2288"
"MULTILINESTRING ((-63.2598240085245 -32.4004748166189,-63.2603025994813 -32.399951398129,-63.2600669978037 -32.3994462241289))";"2289"
"MULTILINESTRING ((-63.2591650507269 -32.4011992921535,-63.2594340342291 -32.4014159919397))";"2290"
"MULTILINESTRING ((-63.2570517666864 -32.402107631179,-63.2574356795545 -32.4023411135453))";"2291"
"MULTILINESTRING ((-63.2402782711149 -32.39570776693,-63.2395013903165 -32.3965800732721))";"2292"
"MULTILINESTRING ((-63.2420509793547 -32.3954944458971,-63.2431105866176 -32.3961782264447))";"2293"
"MULTILINESTRING ((-63.2410435934278 -32.3948510782431,-63.2425453795472 -32.3931269274049))";"2294"
"MULTILINESTRING ((-63.2435095657368 -32.3956624294498,-63.2423108571691 -32.3970100722814))";"2295"
"MULTILINESTRING ((-63.243105812405 -32.3943963826206,-63.2420509793547 -32.3954944458971))";"2296"
"MULTILINESTRING ((-63.2412847084681 -32.3963525852305,-63.2361608145187 -32.3930793481311))";"2297"
"MULTILINESTRING ((-63.2357013482726 -32.3954940053257,-63.241445399613 -32.3890058533981))";"2298"
"MULTILINESTRING ((-63.2367248129761 -32.396166302749,-63.2419159514683 -32.390274186375))";"2299"
"MULTILINESTRING ((-63.2377197234031 -32.3967664070126,-63.2422754525292 -32.3916529634663))";"2300"
"MULTILINESTRING ((-63.2395013903165 -32.3965800732721,-63.235380932885 -32.3939487494831))";"2301"
"MULTILINESTRING ((-63.2410435934278 -32.3948510782431,-63.236970054326 -32.3922650264628))";"2302"
"MULTILINESTRING ((-63.2428227819769 -32.3946858773458,-63.2377908576283 -32.3914207118317))";"2303"
"MULTILINESTRING ((-63.2425453795472 -32.3931269274049,-63.2384631243422 -32.3905098894368))";"2304"
"MULTILINESTRING ((-63.2422754525292 -32.3916529634663,-63.2392326818321 -32.3896508594025))";"2305"
"MULTILINESTRING ((-63.2400349336338 -32.3887553115147,-63.2418179501974 -32.3899383400591,-63.2419159514683 -32.390274186375))";"2306"
"MULTILINESTRING ((-63.2365208116863 -32.3926779316124,-63.2409312592938 -32.3877547226864))";"2307"
"MULTILINESTRING ((-63.2619604177971 -32.4100864220554,-63.2618404567965 -32.4114444731857,-63.2686547047389 -32.4156856005234))";"2308"
"MULTILINESTRING ((-63.2653924047467 -32.4112970001067,-63.261913466127 -32.4110695680541,-63.2618738028084 -32.4110669745446))";"2309"
"MULTILINESTRING ((-63.2690177777547 -32.412541579767,-63.2629831355577 -32.4121557200703))";"2310"
"MULTILINESTRING ((-63.2689287692886 -32.4135706719691,-63.2649290872139 -32.4133748494778))";"2311"
"MULTILINESTRING ((-63.2691069052029 -32.4115110123812,-63.2691785188546 -32.4105004414397))";"2312"
"MULTILINESTRING ((-63.2686106776334 -32.4143887910454,-63.267598745486 -32.4138267095252,-63.2662683629985 -32.415355032837))";"2313"
"MULTILINESTRING ((-63.2652786045917 -32.4147301304818,-63.2664335588519 -32.4133716774468,-63.2667086389895 -32.4103852979447))";"2314"
"MULTILINESTRING ((-63.267598745486 -32.4138267095252,-63.267901035749 -32.4104550057051))";"2315"
"MULTILINESTRING ((-63.2643206947369 -32.4141220162581,-63.2649290872139 -32.4133748494778,-63.2651939097686 -32.4132335807218,-63.2654889990686 -32.4104021702693,-63.2654992416977 -32.4103038881517))";"2316"
"MULTILINESTRING ((-63.2633395004021 -32.4135083524365,-63.2640109531872 -32.4127620092122,-63.2642911771787 -32.4102963325234,-63.2642983235062 -32.4102334506328))";"2317"
"MULTILINESTRING ((-63.2629130853047 -32.4121121187421,-63.2630613852864 -32.4101770056727,-63.2630640349187 -32.4101424308518))";"2318"
"MULTILINESTRING ((-63.2733581956984 -32.4128092575725,-63.2735219842823 -32.4109538563119,-63.2735279545627 -32.4108862352128))";"2319"
"MULTILINESTRING ((-63.2723664133453 -32.41414548043,-63.2721958559303 -32.4159817153715))";"2320"
"MULTILINESTRING ((-63.2734471708404 -32.411785573089,-63.2751374298354 -32.4118713624895))";"2321"
"MULTILINESTRING ((-63.2732738996136 -32.4138332026256,-63.2772039211515 -32.4140745768605,-63.2785162001265 -32.4150333379436))";"2322"
"MULTILINESTRING ((-63.2752315784321 -32.4110798652259,-63.2746575479677 -32.4179763582753))";"2323"
"MULTILINESTRING ((-63.2710929606027 -32.4147421930161,-63.2749109159796 -32.4149324794888))";"2324"
"MULTILINESTRING ((-63.2748634175613 -32.416290155501,-63.2730867460738 -32.4161844363145))";"2325"
"MULTILINESTRING ((-63.2751405204762 -32.4128898975954,-63.2733581970369 -32.4128092577761))";"2326"
"MULTILINESTRING ((-63.2743229574579 -32.4118216692935,-63.2738294397482 -32.4175926720685))";"2327"
"MULTILINESTRING ((-63.2790848280414 -32.4130166680199,-63.279040552933 -32.4141951319162,-63.2790387962725 -32.4142418881104))";"2328"
"MULTILINESTRING ((-63.2796437214166 -32.4130289734024,-63.2795828596875 -32.4140043077666,-63.2795751242119 -32.414128270537))";"2329"
"MULTILINESTRING ((-63.2796437214166 -32.4130289734024,-63.2785419019866 -32.413004324864,-63.2785157130445 -32.4138465103818,-63.279239421658 -32.4143935313259))";"2330"
"MULTILINESTRING ((-63.278534546125 -32.413442180892,-63.2775571591925 -32.4143357306612))";"2331"
"MULTILINESTRING ((-63.2732738996136 -32.4138332026256,-63.2730468882587 -32.4166849358643,-63.2730357527183 -32.4168248168954))";"2332"
"MULTILINESTRING ((-63.2752315784321 -32.4110798652259,-63.275239161251 -32.4109889633392,-63.2726418354578 -32.4108330304046))";"2333"
"MULTILINESTRING ((-63.2743229574579 -32.4118216692935,-63.2744396830767 -32.4109449945026))";"2334"
"MULTILINESTRING ((-63.2698547205895 -32.4109961194,-63.2698108075224 -32.4115375836717))";"2335"
"MULTILINESTRING ((-63.2569395235239 -32.3967421347569,-63.2577788129433 -32.3972401637955))";"2336"
"MULTILINESTRING ((-63.2577788129433 -32.3972401637955,-63.2578417811861 -32.3972781288508,-63.2571693000713 -32.398080961595))";"2337"
"MULTILINESTRING ((-63.2567494445021 -32.3952461466436,-63.2559357288052 -32.396132965724))";"2338"
"MULTILINESTRING ((-63.2556222782774 -32.394960486181,-63.2565167020147 -32.3955056587781))";"2339"
"MULTILINESTRING ((-63.2561299027466 -32.3952702633948,-63.2571592548111 -32.3940948764437,-63.2572526228147 -32.3939882603335))";"2340"
"MULTILINESTRING ((-63.2553830774986 -32.3948148372198,-63.254276839047 -32.3941235803135))";"2341"
"MULTILINESTRING ((-63.2542062683657 -32.3950830321798,-63.252518418275 -32.3940378607507))";"2342"
"MULTILINESTRING ((-63.2542062683657 -32.3950830321798,-63.2515309506164 -32.3980527577388))";"2343"
"MULTILINESTRING ((-63.2533351200493 -32.3945368903293,-63.2506944345216 -32.3975592041888))";"2344"
"MULTILINESTRING ((-63.2510679119934 -32.3943665634352,-63.2526279908396 -32.3953535183799))";"2345"
"MULTILINESTRING ((-63.2502130466238 -32.3950640340972,-63.2545741718772 -32.3976809469573,-63.2565307930192 -32.3988549275371))";"2346"
"MULTILINESTRING ((-63.2569395235239 -32.3967421347569,-63.2542029767007 -32.399811142129,-63.2506822350494 -32.3975513643563))";"2347"
"MULTILINESTRING ((-63.2521038445898 -32.3973925894742,-63.255844017856 -32.399643242425))";"2348"
"MULTILINESTRING ((-63.253240302944 -32.3991731034747,-63.2552490673042 -32.3969084268318))";"2349"
"MULTILINESTRING ((-63.2543856073306 -32.3963846281482,-63.2523801122492 -32.3986500860904))";"2350"
"MULTILINESTRING ((-63.2504071211865 -32.3963569616299,-63.2521038445898 -32.3973925894742))";"2351"
"MULTILINESTRING ((-63.2542029767007 -32.399811142129,-63.2551516354043 -32.4004350360687))";"2352"
"MULTILINESTRING ((-63.2506822350494 -32.3975513643563,-63.2492426677973 -32.3966106891113))";"2353"
"MULTILINESTRING ((-63.2517767827781 -32.3948171455833,-63.2498566660081 -32.3970151731368))";"2354"
"MULTILINESTRING ((-63.254428085711 -32.3964231923303,-63.2526279908396 -32.3953535183799))";"2355"
"MULTILINESTRING ((-63.2774172751321 -32.4072597092766,-63.2771465852233 -32.4097955677514,-63.275129638727 -32.4096926216812,-63.274004014926 -32.4104461854654))";"2356"
"MULTILINESTRING ((-63.275129638727 -32.4096926216812,-63.2752743764369 -32.4078029071906,-63.2751848000789 -32.4078001617691))";"2357"
"MULTILINESTRING ((-63.2773571031072 -32.4078234206325,-63.2752810637321 -32.4076895620633,-63.2752743764369 -32.4078029071906))";"2358"
"MULTILINESTRING ((-63.2729727565422 -32.4104517338497,-63.2802719857547 -32.4109573160606))";"2359"
"MULTILINESTRING ((-63.2771465852233 -32.4097955677514,-63.27802113904 -32.4107165539384,-63.2781074376626 -32.4108074330256))";"2360"
"MULTILINESTRING ((-63.2751680590021 -32.4091910089077,-63.2730921099128 -32.409066740082))";"2361"
"MULTILINESTRING ((-63.274004014926 -32.4104461854654,-63.2739901174132 -32.4105222272155))";"2362"
"MULTILINESTRING ((-63.2763045734913 -32.4077555601048,-63.2763879958674 -32.4067668605841))";"2363"
"MULTILINESTRING ((-63.2752810637321 -32.4076895620633,-63.2753672195929 -32.4063575263429))";"2364"
"MULTILINESTRING ((-63.2733141826299 -32.4063536881862,-63.2753581876776 -32.4064971684291))";"2365"
"MULTILINESTRING ((-63.2743771380275 -32.4064283072175,-63.2742341522781 -32.4077454428973))";"2366"
"MULTILINESTRING ((-63.2791980541034 -32.4081567889378,-63.2790006959258 -32.4108692908097))";"2367"
"MULTILINESTRING ((-63.2804167032942 -32.4088753422152,-63.2791507999575 -32.4088062666999))";"2368"
"MULTILINESTRING ((-63.2804167032942 -32.4088753422152,-63.2802719857547 -32.4109573160606))";"2369"
"MULTILINESTRING ((-63.2803451158018 -32.4099052445747,-63.2790764599331 -32.4098280043894))";"2370"
"MULTILINESTRING ((-63.2783932857436 -32.4077114924211,-63.2783846599966 -32.4078192132233,-63.2781451611297 -32.4108100454907))";"2371"
"MULTILINESTRING ((-63.2783698929807 -32.4080036273811,-63.2773454545005 -32.4079325478294))";"2372"
"MULTILINESTRING ((-63.2227968689213 -32.4300934871176,-63.2211718241658 -32.4309551161386))";"2373"
"MULTILINESTRING ((-63.2228292311808 -32.429525585346,-63.2208835486094 -32.4305597497687))";"2374"
"MULTILINESTRING ((-63.2228784017594 -32.4289290229596,-63.2205789908529 -32.4301420480488))";"2375"
"MULTILINESTRING ((-63.2229276186706 -32.4283515476329,-63.2202961472193 -32.4297541231494))";"2376"
"MULTILINESTRING ((-63.2229697519119 -32.4277689312243,-63.2200045968913 -32.429354252683))";"2377"
"MULTILINESTRING ((-63.2311437282081 -32.4228596018998,-63.2197107940217 -32.4289512884857,-63.2211718241658 -32.4309551161386))";"2378"
"MULTILINESTRING ((-63.2226967896809 -32.4273604719582,-63.2231520598145 -32.4279844490668,-63.2229276186706 -32.4283515476329))";"2379"
"MULTILINESTRING ((-63.2915052270744 -32.4131231503497,-63.290902561817 -32.412986577592,-63.2899568969162 -32.4128097748955,-63.2890948502477 -32.4126626036545,-63.2871639641454 -32.4123053252997,-63.2864954099366 -32.4121800679321,-63.2858488479823 -32.4120584859214,-63.2851978685507 -32.4119294529863,-63.2844237755865 -32.4117895082217,-63.2836870369049 -32.4116457458044,-63.2834924239215 -32.4126678745158,-63.2848998540493 -32.4129145297763,-63.286553210637 -32.4144738925535,-63.2865877057287 -32.4145394409228,-63.2856229197361 -32.415272475594,-63.2855683335318 -32.4160854768339,-63.2857244756546 -32.4168100007109,-63.286051636103 -32.4173984080385))";"2380"
"MULTILINESTRING ((-63.2915052270744 -32.4131231503497,-63.2906415634473 -32.4138902943778,-63.2893790573262 -32.414986980237,-63.286051636103 -32.4173984080385))";"2381"
"MULTILINESTRING ((-63.2844237755865 -32.4117895082217,-63.284179534628 -32.412788294331,-63.2841694748788 -32.4127865313357))";"2382"
"MULTILINESTRING ((-63.2851978685507 -32.4119294529863,-63.2848998540493 -32.4129145297763))";"2383"
"MULTILINESTRING ((-63.2858488479823 -32.4120584859214,-63.2854750793841 -32.4134570620106))";"2384"
"MULTILINESTRING ((-63.2864954099366 -32.4121800679321,-63.2860186725464 -32.4139697514332,-63.2860134462226 -32.4139648222696))";"2385"
"MULTILINESTRING ((-63.2871639641454 -32.4123053252997,-63.286553210637 -32.4144738925535))";"2386"
"MULTILINESTRING ((-63.2890948502477 -32.4126626036545,-63.2878998720297 -32.4135684541586,-63.2870441123009 -32.4127308846831))";"2387"
"MULTILINESTRING ((-63.2878998720297 -32.4135684541586,-63.2865877057287 -32.4145394409228))";"2388"
"MULTILINESTRING ((-63.2878998720297 -32.4135684541586,-63.2893790573262 -32.414986980237))";"2389"
"MULTILINESTRING ((-63.2888682891295 -32.4144971649446,-63.2873320250517 -32.4156330175742,-63.2869083343432 -32.4151020081158,-63.2865272099925 -32.4145854055389))";"2390"
"MULTILINESTRING ((-63.2869083343432 -32.4151020081158,-63.2855683335318 -32.4160854768339))";"2391"
"MULTILINESTRING ((-63.2883513707379 -32.4140014441809,-63.2869083343432 -32.4151020081158))";"2392"
"MULTILINESTRING ((-63.2873320250517 -32.4156330175742,-63.2857368471822 -32.4168322514102))";"2393"
"MULTILINESTRING ((-63.2873320250517 -32.4156330175742,-63.2877424401615 -32.4161730861633))";"2394"
"MULTILINESTRING ((-63.2893790573262 -32.414986980237,-63.2910275115344 -32.41622158396,-63.2900664890128 -32.4167512172428,-63.2885280611407 -32.4156037294217))";"2395"
"MULTILINESTRING ((-63.2900664890128 -32.4167512172428,-63.2901502629001 -32.4168293290513,-63.2893606314651 -32.4173457185288,-63.2889709833278 -32.4178470169432,-63.2885813522597 -32.4183550259175,-63.2866809872877 -32.4169423251815))";"2396"
"MULTILINESTRING ((-63.2889709833278 -32.4178470169432,-63.2872239161055 -32.4165488653083))";"2397"
"MULTILINESTRING ((-63.2893606314651 -32.4173457185288,-63.2877424401615 -32.4161730861633))";"2398"
"MULTILINESTRING ((-63.2883513707379 -32.4140014441809,-63.2899568969162 -32.4128097748955))";"2399"
"MULTILINESTRING ((-63.2888682891295 -32.4144971649446,-63.290902561817 -32.412986577592))";"2400"
"MULTILINESTRING ((-63.2906415634473 -32.4138902943778,-63.2902017473756 -32.4135069898982))";"2401"
"MULTILINESTRING ((-63.2836870369049 -32.4116457458044,-63.282080043398 -32.4114204779715,-63.2789535908125 -32.4112270952489,-63.275239161251 -32.4109889633392))";"2402"
"MULTILINESTRING ((-63.2796437214166 -32.4130289734024,-63.2803978452724 -32.4130601161313,-63.2802528723992 -32.4137605204698,-63.2795858114592 -32.4141199668746,-63.2792805645278 -32.4143571333953,-63.2785162001265 -32.4150333379436))";"2403"
"MULTILINESTRING ((-63.2785157130445 -32.4138465103818,-63.278278254099 -32.4136764914359))";"2404"
"MULTILINESTRING ((-63.2817514948606 -32.4137322357314,-63.281077546366 -32.413758599494,-63.2802222722607 -32.4139046845469,-63.2802528723992 -32.4137605204698))";"2405"
"MULTILINESTRING ((-63.2746575479677 -32.4179763582753,-63.2738294397482 -32.4175926720685,-63.2735782800062 -32.4174435109957,-63.2731315860658 -32.416913825683,-63.2721868327549 -32.4160363399726,-63.2721958559303 -32.4159817153715))";"2406"
"MULTILINESTRING ((-63.2721868327549 -32.4160363399726,-63.2716360673805 -32.4156124455446,-63.2713104461708 -32.4155050119367,-63.271044663494 -32.4154778579994))";"2407"
"MULTILINESTRING ((-63.272651913286 -32.4107255942448,-63.2714503671682 -32.4106528609453,-63.2698936725713 -32.4105741411932,-63.2698547205895 -32.4109961194))";"2408"
"MULTILINESTRING ((-63.2698936725713 -32.4105741411932,-63.2691764682454 -32.4105293787651,-63.267901035749 -32.4104550057051,-63.2667086389895 -32.4103852979447,-63.265505728197 -32.4103042685733,-63.2642974223722 -32.4102333977741,-63.2630720005291 -32.4101428350728,-63.2619604177971 -32.4100864220554,-63.2607521152062 -32.4100018587269))";"2409"
"MULTILINESTRING ((-63.2622828878034 -32.4128370353781,-63.2629130853047 -32.4121121187421))";"2410"
"MULTILINESTRING ((-63.2624095961669 -32.391811432115,-63.2575564993671 -32.3886971558481,-63.2544012933345 -32.3921999857163,-63.2594838091951 -32.3953875036309))";"2411"
"MULTILINESTRING ((-63.2580021198498 -32.3889831313795,-63.2549989194739 -32.3925748114836))";"2412"
"MULTILINESTRING ((-63.2588452939884 -32.3895242264009,-63.2558459494235 -32.3931060508596))";"2413"
"MULTILINESTRING ((-63.259542387249 -32.3899715668982,-63.2565213336613 -32.3935296290583))";"2414"
"MULTILINESTRING ((-63.2547597978233 -32.3944253700066,-63.2558459494235 -32.3931060508596))";"2415"
"MULTILINESTRING ((-63.2557178121809 -32.3907384623289,-63.260648422138 -32.3938143448596))";"2416"
"MULTILINESTRING ((-63.2572526228147 -32.3939882603335,-63.2602650441628 -32.3904353033812))";"2417"
"MULTILINESTRING ((-63.2569205181422 -32.3894032342416,-63.2618499558353 -32.392447900928))";"2418"
"MULTILINESTRING ((-63.2563442966289 -32.3900429540055,-63.2612831692069 -32.3930924854551))";"2419"
"MULTILINESTRING ((-63.2592178611354 -32.392921953776,-63.2609097724505 -32.3908490247006))";"2420"
"MULTILINESTRING ((-63.2598584494664 -32.3933215601766,-63.261572797272 -32.3912744794555))";"2421"
"MULTILINESTRING ((-63.2578613556133 -32.3932703274586,-63.2550340355833 -32.3914975593178))";"2422"
"MULTILINESTRING ((-63.2624095961669 -32.391811432115,-63.260648422138 -32.3938143448596))";"2423"
"MULTILINESTRING ((-63.2476855308397 -32.3871306956697,-63.2481071290824 -32.3866549812653))";"2424"
"MULTILINESTRING ((-63.2486220250571 -32.3877125784488,-63.2490390723476 -32.387257024446))";"2425"
"MULTILINESTRING ((-63.249426877832 -32.3882375667023,-63.249743390916 -32.3878867703041))";"2426"
"MULTILINESTRING ((-63.2804167032942 -32.4088753422152,-63.2805717740326 -32.4074059133491,-63.2823228882416 -32.4055505804774))";"2427"
"MULTILINESTRING ((-63.2783658435811 -32.4076987899518,-63.278392664786 -32.4076701669998,-63.2810439685233 -32.4048406413145))";"2428"
"MULTILINESTRING ((-63.2763879958674 -32.4067668605841,-63.2790006099466 -32.4039287271012))";"2429"
"MULTILINESTRING ((-63.2774172751321 -32.4072597092766,-63.2801259044861 -32.4043705724474))";"2430"
"MULTILINESTRING ((-63.2805805684902 -32.4053352080883,-63.2787908837088 -32.4041565653518,-63.2778646413602 -32.4035609521048,-63.2752852767701 -32.4062922543711,-63.2753672195929 -32.4063575263429))";"2431"
"MULTILINESTRING ((-63.2776798512237 -32.4069796452957,-63.2758125987097 -32.4057338881692))";"2432"
"MULTILINESTRING ((-63.2768301950968 -32.4046563586169,-63.2795441422573 -32.4064413151947))";"2433"
"MULTILINESTRING ((-63.2763179189693 -32.4051988103953,-63.279025594875 -32.4069947121569))";"2434"
"MULTILINESTRING ((-63.2776798512237 -32.4069796452957,-63.2785205412784 -32.4075336999211))";"2435"
"MULTILINESTRING ((-63.2774172751321 -32.4072597092766,-63.2783936934763 -32.4077116811529))";"2436"
"MULTILINESTRING ((-63.2773512107843 -32.4041046436788,-63.280067328819 -32.4058829582615))";"2437"
"MULTILINESTRING ((-63.2823731970549 -32.4069231363741,-63.2816627566991 -32.4077270090301,-63.2813819868621 -32.411023166188,-63.2802719857547 -32.4109573160606))";"2438"
"MULTILINESTRING ((-63.2201360770927 -32.4037225872207,-63.2160212889913 -32.4011084402123))";"2439"
"MULTILINESTRING ((-63.2200758076837 -32.4052035556995,-63.2159520124257 -32.4025650152045))";"2440"
"MULTILINESTRING ((-63.2201194024036 -32.4066834009069,-63.2159992452695 -32.4040707615814))";"2441"
"MULTILINESTRING ((-63.21858634966 -32.4012697059944,-63.2172219184586 -32.4005014081948,-63.216054151404 -32.3998316941932))";"2442"
"MULTILINESTRING ((-63.2194303381432 -32.4018096712946,-63.2169133426144 -32.4046504260698))";"2443"
"MULTILINESTRING ((-63.2203678544581 -32.4011562894912,-63.2170986392368 -32.4047679281037))";"2444"
"MULTILINESTRING ((-63.2207996584012 -32.4014302103715,-63.2203678544581 -32.4011562894912))";"2445"
"MULTILINESTRING ((-63.2188047282396 -32.4014094209809,-63.2162566852402 -32.4042340156555))";"2446"
