WKT;gid
"MULTILINESTRING ((-63.2280339250691 -32.4037108001849,-63.2276627145 -32.4041165774719))";"2142"
"MULTILINESTRING ((-63.229764848208 -32.4040911737636,-63.2300078089355 -32.4042462836993))";"2143"
"MULTILINESTRING ((-63.2319473002667 -32.3993042542081,-63.2329065634062 -32.3999224436981))";"2144"
"MULTILINESTRING ((-63.2333397153098 -32.3994327094691,-63.2329065634062 -32.3999224436981))";"2145"
"MULTILINESTRING ((-63.231520704044 -32.3997832407209,-63.2324852760819 -32.4003983576363))";"2146"
"MULTILINESTRING ((-63.2329065634062 -32.3999224436981,-63.2324852760819 -32.4003983576363))";"2147"
"MULTILINESTRING ((-63.2329065634062 -32.3999224436981,-63.2338816921128 -32.4005464577746))";"2148"
"MULTILINESTRING ((-63.2311093662633 -32.4002453349181,-63.2320735222198 -32.4008631609698))";"2149"
"MULTILINESTRING ((-63.2324852760819 -32.4003983576363,-63.2320735222198 -32.4008631609698))";"2150"
"MULTILINESTRING ((-63.2324852760819 -32.4003983576363,-63.2334610338917 -32.4010181354932))";"2151"
"MULTILINESTRING ((-63.2338816921128 -32.4005464577746,-63.2334610338917 -32.4010181354932))";"2152"
"MULTILINESTRING ((-63.2320735222198 -32.4008631609698,-63.2316645201426 -32.4013249820774))";"2153"
"MULTILINESTRING ((-63.2320735222198 -32.4008631609698,-63.2330456773508 -32.4014864654789))";"2154"
"MULTILINESTRING ((-63.2334610338917 -32.4010181354932,-63.2330456773508 -32.4014864654789))";"2155"
"MULTILINESTRING ((-63.2334610338917 -32.4010181354932,-63.2344375304173 -32.4016306902643))";"2156"
"MULTILINESTRING ((-63.2316645201426 -32.4013249820774,-63.2326354040192 -32.401949103618))";"2157"
"MULTILINESTRING ((-63.2330456773508 -32.4014864654789,-63.2326354040192 -32.401949103618))";"2158"
"MULTILINESTRING ((-63.2344375304173 -32.4016306902643,-63.2340112437834 -32.4021051756616))";"2159"
"MULTILINESTRING ((-63.2330456773508 -32.4014864654789,-63.2340112437834 -32.4021051756616))";"2160"
"MULTILINESTRING ((-63.2312535007818 -32.4017893304579,-63.2322253381726 -32.4024113793142))";"2161"
"MULTILINESTRING ((-63.2326354040192 -32.401949103618,-63.2322253381726 -32.4024113793142))";"2162"
"MULTILINESTRING ((-63.2340112437834 -32.4021051756616,-63.2336032068754 -32.4025686243292))";"2163"
"MULTILINESTRING ((-63.2328809118843 -32.4021030310837,-63.2336032068754 -32.4025686243292))";"2164"
"MULTILINESTRING ((-63.2322253381726 -32.4024113793142,-63.2327074216309 -32.4027170876085))";"2165"
"MULTILINESTRING ((-63.2322253381726 -32.4024113793142,-63.2318146326932 -32.4028745565875))";"2166"
"MULTILINESTRING ((-63.2336032068754 -32.4025686243292,-63.2331957898917 -32.4030267501383))";"2167"
"MULTILINESTRING ((-63.2327074216309 -32.4027170876085,-63.2331957898917 -32.4030267501383))";"2168"
"MULTILINESTRING ((-63.2331957898917 -32.4030267501383,-63.2341737193808 -32.403651387598))";"2169"
"MULTILINESTRING ((-63.2327074216309 -32.4027170876085,-63.2317587660463 -32.4037655053439))";"2170"
"MULTILINESTRING ((-63.2243895218988 -32.3989021052541,-63.2252359297681 -32.399421142866))";"2171"
"MULTILINESTRING ((-63.2265386414684 -32.39948740957,-63.2269734154349 -32.3997604912465))";"2172"
"MULTILINESTRING ((-63.2243655153052 -32.3989225579768,-63.2234639438565 -32.3999499094487))";"2173"
"MULTILINESTRING ((-63.2252356877967 -32.3994211265486,-63.2265175166928 -32.400258636485))";"2174"
"MULTILINESTRING ((-63.2269734154349 -32.3997604912464,-63.2265191142119 -32.4002596804325))";"2175"
"MULTILINESTRING ((-63.2234639438565 -32.3999499094487,-63.22430729959 -32.4004827029189))";"2176"
"MULTILINESTRING ((-63.2252363173845 -32.3994215379101,-63.2251973077288 -32.3994660970936,-63.22430729959 -32.4004827029189))";"2177"
"MULTILINESTRING ((-63.22430729959 -32.4004827029189,-63.2247617560045 -32.4007419084048))";"2178"
"MULTILINESTRING ((-63.2234639438565 -32.3999499094487,-63.2226268744126 -32.4008918341454))";"2179"
"MULTILINESTRING ((-63.2221228352878 -32.4005646625365,-63.2226268744126 -32.4008918341454))";"2180"
"MULTILINESTRING ((-63.22430729959 -32.4004827029189,-63.2234719373994 -32.4014257122093))";"2181"
"MULTILINESTRING ((-63.2226268744126 -32.4008918341454,-63.2234719373994 -32.4014257122093))";"2182"
"MULTILINESTRING ((-63.2226268744126 -32.4008918341454,-63.221647765865 -32.4020020907083))";"2183"
"MULTILINESTRING ((-63.2294271823378 -32.3932200140769,-63.2298393273295 -32.3935053011251))";"2184"
"MULTILINESTRING ((-63.2294271823378 -32.3932200140769,-63.2285739991302 -32.3941714767365))";"2185"
"MULTILINESTRING ((-63.2285739991302 -32.3941714767365,-63.2283947718081 -32.3943699179933))";"2186"
"MULTILINESTRING ((-63.2298393273295 -32.3935053011251,-63.2290001434483 -32.3944441164735))";"2187"
"MULTILINESTRING ((-63.2285739991302 -32.3941714767365,-63.2290001434483 -32.3944441164735))";"2188"
"MULTILINESTRING ((-63.2290001434483 -32.3944441164735,-63.2288212367449 -32.3946430987997))";"2189"
"MULTILINESTRING ((-63.2290001434483 -32.3944441164735,-63.2295130522364 -32.3947719647717))";"2190"
"MULTILINESTRING ((-63.2295130522364 -32.3947719647717,-63.2293381928201 -32.3949740966053))";"2191"
"MULTILINESTRING ((-63.2295130522364 -32.3947719647717,-63.2300301173825 -32.3951027791736))";"2192"
"MULTILINESTRING ((-63.2300301173825 -32.3951027791736,-63.2291828884022 -32.3960595552098))";"2193"
"MULTILINESTRING ((-63.2291828884022 -32.3960595552098,-63.2298905222954 -32.3965123018758))";"2194"
"MULTILINESTRING ((-63.2291828884022 -32.3960595552098,-63.2283420040601 -32.3970104525318))";"2195"
"MULTILINESTRING ((-63.2298905222954 -32.3965123018758,-63.2290476131158 -32.3974597808403))";"2196"
"MULTILINESTRING ((-63.2283420040601 -32.3970104525318,-63.2290476131158 -32.3974597808403))";"2197"
"MULTILINESTRING ((-63.2283420040601 -32.3970104525318,-63.2275192330943 -32.3979436369929))";"2198"
"MULTILINESTRING ((-63.2290476131158 -32.3974597808403,-63.2300146973667 -32.3980759945478))";"2199"
"MULTILINESTRING ((-63.2275192330943 -32.3979436369929,-63.2282185714024 -32.3983918089017))";"2200"
"MULTILINESTRING ((-63.2290476131158 -32.3974597808403,-63.2282185714024 -32.3983918089017))";"2201"
"MULTILINESTRING ((-63.2300146973667 -32.3980759945478,-63.2291870538754 -32.3990128056421))";"2202"
"MULTILINESTRING ((-63.2282185714024 -32.3983918089017,-63.2291870538754 -32.3990128056421))";"2203"
"MULTILINESTRING ((-63.2282185714024 -32.3983918089017,-63.2273897793372 -32.3993030003587))";"2204"
"MULTILINESTRING ((-63.2264716291044 -32.3987438501626,-63.2273897793372 -32.3993030003587))";"2205"
"MULTILINESTRING ((-63.2291870538754 -32.3990128056421,-63.2301521428088 -32.3996316368215))";"2206"
"MULTILINESTRING ((-63.2273897793372 -32.3993030003587,-63.2269734154349 -32.3997604912465))";"2207"
"MULTILINESTRING ((-63.2291870538754 -32.3990128056421,-63.2283715820068 -32.3999357922601))";"2208"
"MULTILINESTRING ((-63.2273897793372 -32.3993030003587,-63.2283715820068 -32.3999357922601))";"2209"
"MULTILINESTRING ((-63.2294799606181 -32.3999259337739,-63.22974376686 -32.4000905650293))";"2210"
"MULTILINESTRING ((-63.2208581346958 -32.3951571480008,-63.2201202697495 -32.3959896338732))";"2211"
"MULTILINESTRING ((-63.2213182329831 -32.3954573480331,-63.2205979859277 -32.3962839069051))";"2212"
"MULTILINESTRING ((-63.2318694877093 -32.3930211259466,-63.2325871188269 -32.3934805123436))";"2213"
"MULTILINESTRING ((-63.2325871188269 -32.3934805123436,-63.2335425885218 -32.3940924825872))";"2214"
"MULTILINESTRING ((-63.2325871188269 -32.3934805123436,-63.2315769230954 -32.3946163337487))";"2215"
"MULTILINESTRING ((-63.2335425885218 -32.3940924825872,-63.2345776707432 -32.3947544742567))";"2216"
"MULTILINESTRING ((-63.2335425885218 -32.3940924825872,-63.2325291068962 -32.3952297604009))";"2217"
"MULTILINESTRING ((-63.2315769230954 -32.3946163337487,-63.2325291068962 -32.3952297604009))";"2218"
"MULTILINESTRING ((-63.2345776707432 -32.3947544742567,-63.2344686290038 -32.394769645275,-63.2335065366812 -32.3958599958777))";"2219"
"MULTILINESTRING ((-63.2325291068962 -32.3952297604009,-63.2335065366812 -32.3958599958777))";"2220"
"MULTILINESTRING ((-63.2325291068962 -32.3952297604009,-63.2316985477586 -32.3961699301519))";"2221"
"MULTILINESTRING ((-63.2335065366812 -32.3958599958777,-63.2344643913772 -32.3964779060019))";"2222"
"MULTILINESTRING ((-63.2335065366812 -32.3958599958777,-63.232671301893 -32.3967988279574))";"2223"
"MULTILINESTRING ((-63.2316985477586 -32.3961699301519,-63.232671301893 -32.3967988279574))";"2224"
"MULTILINESTRING ((-63.2344643913772 -32.3964779060019,-63.2336282050022 -32.3974170166166))";"2225"
"MULTILINESTRING ((-63.232671301893 -32.3967988279574,-63.2336282057544 -32.3974173087309,-63.2336282050022 -32.3974170166166))";"2226"
"MULTILINESTRING ((-63.232671301893 -32.3967988279574,-63.2318254526124 -32.3977500280193))";"2227"
"MULTILINESTRING ((-63.2336282050022 -32.3974170166166,-63.2345843558954 -32.398026993317))";"2228"
"MULTILINESTRING ((-63.2336282050022 -32.3974170166166,-63.232784899434 -32.3983637095076))";"2229"
"MULTILINESTRING ((-63.2318254526124 -32.3977500280193,-63.232784899434 -32.3983637095076))";"2230"
"MULTILINESTRING ((-63.232784899434 -32.3983637095076,-63.2323776019529 -32.3988212916608))";"2231"
"MULTILINESTRING ((-63.2345843558954 -32.398026993317,-63.2337434012166 -32.3989768442947))";"2232"
"MULTILINESTRING ((-63.232784899434 -32.3983637095076,-63.2337434012166 -32.3989768442947))";"2233"
"MULTILINESTRING ((-63.2323776019529 -32.3988212916608,-63.2319473002667 -32.3993042542081))";"2234"
"MULTILINESTRING ((-63.2323776019529 -32.3988212916608,-63.2333397153098 -32.3994327094691))";"2235"
"MULTILINESTRING ((-63.2337434012166 -32.3989768442947,-63.2333397153098 -32.3994327094691))";"2236"
"MULTILINESTRING ((-63.2337434012166 -32.3989768442947,-63.2347233129226 -32.3996025564344))";"2237"
"MULTILINESTRING ((-63.2319473002667 -32.3993042542081,-63.231520704044 -32.3997832407209))";"2238"
"MULTILINESTRING ((-63.2316043027952 -32.3928510908908,-63.2318694877093 -32.3930211259466))";"2239"
"MULTILINESTRING ((-63.2304120369406 -32.3921033732307,-63.2308541054865 -32.3923705671384))";"2240"
"MULTILINESTRING ((-63.2308541054865 -32.3923705671384,-63.231368501705 -32.3927002088015))";"2241"
"MULTILINESTRING ((-63.231368501705 -32.3927002088015,-63.2316043027952 -32.3928510908908))";"2242"
"MULTILINESTRING ((-63.2304120369406 -32.3921033732307,-63.2294271823378 -32.3932200140769))";"2243"
"MULTILINESTRING ((-63.2308541054865 -32.3923705671384,-63.2298393273295 -32.3935053011251))";"2244"
"MULTILINESTRING ((-63.231368501705 -32.3927002088015,-63.2303570080847 -32.3938298008356))";"2245"
"MULTILINESTRING ((-63.2298393273295 -32.3935053011251,-63.2303570080847 -32.3938298008356))";"2246"
"MULTILINESTRING ((-63.2318694877093 -32.3930211259466,-63.2308653475904 -32.3941574716577))";"2247"
"MULTILINESTRING ((-63.2303570080847 -32.3938298008356,-63.2308653475904 -32.3941574716577))";"2248"
"MULTILINESTRING ((-63.2308653475904 -32.3941574716577,-63.2315769230954 -32.3946163337487))";"2249"
"MULTILINESTRING ((-63.2303570080847 -32.3938298008356,-63.2295130522364 -32.3947719647717))";"2250"
"MULTILINESTRING ((-63.2308653475904 -32.3941574716577,-63.2300301173825 -32.3951027791736))";"2251"
"MULTILINESTRING ((-63.2300301173825 -32.3951027791736,-63.2307404085572 -32.3955568689339))";"2252"
"MULTILINESTRING ((-63.2315769230954 -32.3946163337487,-63.2307404085572 -32.3955568689339))";"2253"
"MULTILINESTRING ((-63.2307404085572 -32.3955568689339,-63.2316985477586 -32.3961699301519))";"2254"
"MULTILINESTRING ((-63.2307404085572 -32.3955568689339,-63.2298905222954 -32.3965123018758))";"2255"
"MULTILINESTRING ((-63.2316985477586 -32.3961699301519,-63.2308526042922 -32.3971276166238))";"2256"
"MULTILINESTRING ((-63.2298905222954 -32.3965123018758,-63.2308526042922 -32.3971276166238))";"2257"
"MULTILINESTRING ((-63.2308526042922 -32.3971276166238,-63.2318254526124 -32.3977500280193))";"2258"
"MULTILINESTRING ((-63.2308526042922 -32.3971276166238,-63.2300146973667 -32.3980759945478))";"2259"
"MULTILINESTRING ((-63.2208581346958 -32.3951571480008,-63.2213182329831 -32.3954573480331))";"2260"
"MULTILINESTRING ((-63.2213182329831 -32.3954573480331,-63.2218221948157 -32.3957864156293))";"2261"
"MULTILINESTRING ((-63.2218221948157 -32.3957864156293,-63.2210931551064 -32.3966266705805))";"2262"
"MULTILINESTRING ((-63.2214655524405 -32.3970278625114,-63.2219119301935 -32.3973195176599))";"2263"
"MULTILINESTRING ((-63.2221034990797 -32.3945561919252,-63.2213182329831 -32.3954573480331))";"2264"
"MULTILINESTRING ((-63.2219119301935 -32.3973195176599,-63.2222456768184 -32.3975373354956))";"2265"
"MULTILINESTRING ((-63.2222823001378 -32.3960868826109,-63.2214655524405 -32.3970278625114))";"2266"
"MULTILINESTRING ((-63.2218221948157 -32.3957864156293,-63.2222823001378 -32.3960868826109))";"2267"
"MULTILINESTRING ((-63.2226150809063 -32.3948728888822,-63.2218221948157 -32.3957864156293))";"2268"
"MULTILINESTRING ((-63.2221034990797 -32.3945561919252,-63.2226150809063 -32.3948728888822))";"2269"
"MULTILINESTRING ((-63.2227400659939 -32.3963856386839,-63.2219119301935 -32.3973195176599))";"2270"
"MULTILINESTRING ((-63.2222823001378 -32.3960868826109,-63.2227400659939 -32.3963856386839))";"2271"
"MULTILINESTRING ((-63.2230841940279 -32.3951634177307,-63.2222823001378 -32.3960868826109))";"2272"
"MULTILINESTRING ((-63.2226150809063 -32.3948728888822,-63.2230841940279 -32.3951634177307))";"2273"
"MULTILINESTRING ((-63.2235615065671 -32.3954589801177,-63.2227400659939 -32.3963856386839))";"2274"
"MULTILINESTRING ((-63.2230841940279 -32.3951634177307,-63.2235615065671 -32.3954589801177))";"2275"
"MULTILINESTRING ((-63.2238700672388 -32.3942580112872,-63.2230841940279 -32.3951634177307))";"2276"
"MULTILINESTRING ((-63.2222456768184 -32.3975373354956,-63.2243895218988 -32.3989021052541))";"2277"
"MULTILINESTRING ((-63.2243626860507 -32.3945549863165,-63.2235615065671 -32.3954589801177))";"2278"
"MULTILINESTRING ((-63.2224307438947 -32.3933830578316,-63.2216434400259 -32.3942712343666))";"2279"
"MULTILINESTRING ((-63.2228824955012 -32.3936618051153,-63.2221034990797 -32.3945561919252))";"2280"
"MULTILINESTRING ((-63.2216434400259 -32.3942712343666,-63.2221034990797 -32.3945561919252))";"2281"
"MULTILINESTRING ((-63.2233967167382 -32.3939722721478,-63.2226150809063 -32.3948728888822))";"2282"
"MULTILINESTRING ((-63.2216434400259 -32.3942712343666,-63.2208581346958 -32.3951571480008))";"2283"
"MULTILINESTRING ((-63.2331786416872 -32.424631767114,-63.2335881732936 -32.4252041634046,-63.2336456268848 -32.4252198375635))";"2284"
"MULTILINESTRING ((-63.2336456268848 -32.4252198375635,-63.2337224822193 -32.4252405157727,-63.234437720953 -32.4250983426246))";"2285"
"MULTILINESTRING ((-63.2321340439054 -32.424256853057,-63.2333205225507 -32.4259313829603))";"2286"
"MULTILINESTRING ((-63.2336456268848 -32.4252198375635,-63.2333205225507 -32.4259313829603))";"2287"
"MULTILINESTRING ((-63.2147171559925 -32.4280000535674,-63.2176683542268 -32.4279968219595))";"2288"
"MULTILINESTRING ((-63.2178213159343 -32.4280692389589,-63.2149183125696 -32.4296106168333))";"2289"
"MULTILINESTRING ((-63.219632794576 -32.428873163669,-63.2044062536706 -32.4372028186627))";"2290"
"MULTILINESTRING ((-63.2206300038358 -32.4283436245679,-63.219632794576 -32.428873163669))";"2291"
"MULTILINESTRING ((-63.2216536408551 -32.4277996931743,-63.2206300038358 -32.4283436245679))";"2292"
"MULTILINESTRING ((-63.2711828890868 -32.4137086789735,-63.2689287692886 -32.4135706719691))";"2293"
"MULTILINESTRING ((-63.2709797568804 -32.4142254012049,-63.2688833494502 -32.4140968043649))";"2294"
"MULTILINESTRING ((-63.2746507218537 -32.4179950071404,-63.2738555389473 -32.4175737396249))";"2295"
"MULTILINESTRING ((-63.2224640929568 -32.4133026602188,-63.2215163404014 -32.4127073810382))";"2296"
"MULTILINESTRING ((-63.2215163404014 -32.4127073810382,-63.2207788982183 -32.4122290149793))";"2297"
"MULTILINESTRING ((-63.2207788982183 -32.4122290149793,-63.2197249705279 -32.4115537851293))";"2298"
"MULTILINESTRING ((-63.2239406624405 -32.4107470339932,-63.2237188257907 -32.4109838992074,-63.2231877892973 -32.4115509025747))";"2299"
"MULTILINESTRING ((-63.2231877883803 -32.4115509031012,-63.2224182541041 -32.4123966656094))";"2300"
"MULTILINESTRING ((-63.2231970136657 -32.4106486497429,-63.2226450632662 -32.411212103785))";"2301"
"MULTILINESTRING ((-63.2219934521201 -32.412107619955,-63.2219837511545 -32.4121863313048,-63.2215163404014 -32.4127073810382))";"2302"
"MULTILINESTRING ((-63.2236963871599 -32.4118733410495,-63.2231877883803 -32.4115509031012))";"2303"
"MULTILINESTRING ((-63.2231877883803 -32.4115509031012,-63.2226450632662 -32.411212103785))";"2304"
"MULTILINESTRING ((-63.2226450632662 -32.411212103785,-63.2220034946144 -32.4108226580922))";"2305"
"MULTILINESTRING ((-63.2220034946144 -32.4108226580922,-63.2214858170817 -32.4104863078235))";"2306"
"MULTILINESTRING ((-63.2214858170817 -32.4104863078235,-63.220975378402 -32.4101709369402))";"2307"
"MULTILINESTRING ((-63.2229474868463 -32.4127341215943,-63.2224182541041 -32.4123966656094))";"2308"
"MULTILINESTRING ((-63.2224182541041 -32.4123966656094,-63.2219934521201 -32.412107619955))";"2309"
"MULTILINESTRING ((-63.2219934521201 -32.412107619955,-63.2212721997546 -32.41165135837))";"2310"
"MULTILINESTRING ((-63.2212721997546 -32.41165135837,-63.2202479035768 -32.4109849636779))";"2311"
"MULTILINESTRING ((-63.2220034946144 -32.4108226580922,-63.2212721997546 -32.41165135837))";"2312"
"MULTILINESTRING ((-63.2212721997546 -32.41165135837,-63.2207788982183 -32.4122290149793))";"2313"
"MULTILINESTRING ((-63.2207788982183 -32.4122290149793,-63.2203092171555 -32.412725246271))";"2314"
"MULTILINESTRING ((-63.2214858170817 -32.4104863078235,-63.2209598031046 -32.4110781878084))";"2315"
"MULTILINESTRING ((-63.2220440606035 -32.4098886259648,-63.2214858170817 -32.4104863078235))";"2316"
"MULTILINESTRING ((-63.2226450632662 -32.411212103785,-63.2220737356576 -32.4118301289318,-63.2219934521201 -32.412107619955))";"2317"
"MULTILINESTRING ((-63.2215163404014 -32.4127073810382,-63.2210521887124 -32.4132041302804))";"2318"
"MULTILINESTRING ((-63.2375268172551 -32.4196778477342,-63.2374460767932 -32.4199000281463))";"2319"
"MULTILINESTRING ((-63.2461564173583 -32.4067807113529,-63.2462243011834 -32.4068241621069,-63.2463371270772 -32.4066969967533,-63.2463194726014 -32.4066861601467,-63.2463002652385 -32.4067077553668))";"2320"
"MULTILINESTRING ((-63.2461564173583 -32.4067807113529,-63.2462493335126 -32.4066760471766,-63.2462826579841 -32.4066973248202))";"2321"
"MULTILINESTRING ((-63.2410269560463 -32.406660997175,-63.2409722413217 -32.406626397186,-63.2409240662912 -32.4066812998663,-63.2409007573164 -32.4066667614409))";"2322"
"MULTILINESTRING ((-63.2714612054692 -32.4105499539065,-63.2710484658609 -32.4105265851437))";"2323"
"MULTILINESTRING ((-63.2320970618162 -32.4158762819494,-63.2320009980736 -32.4159795542226,-63.2318998885895 -32.4160793006963,-63.2317939130102 -32.4161753441299,-63.2316832596303 -32.4162675138621,-63.2315681250585 -32.4163556461146,-63.2314487138678 -32.4164395842825,-63.2313252382325 -32.4165191792134,-63.2311979175508 -32.4165942894721))";"2324"
"MULTILINESTRING ((-63.2469293513421 -32.3910266904035,-63.2473201475329 -32.390583884458,-63.2477192656881 -32.3901316432898,-63.2481615492371 -32.3896304846248))";"2325"
"MULTILINESTRING ((-63.2423124035606 -32.3916192682229,-63.2425684235479 -32.3925747258954,-63.2426806334882 -32.3929830502904))";"2326"
"MULTILINESTRING ((-63.2451771799966 -32.3899092423701,-63.2455990815459 -32.3894411085727))";"2327"
"MULTILINESTRING ((-63.2455990815459 -32.3894411085727,-63.2460259795194 -32.3889708460444))";"2328"
"MULTILINESTRING ((-63.2469657450635 -32.3895731445514,-63.2465388602584 -32.3900474921858))";"2329"
"MULTILINESTRING ((-63.2465388602584 -32.3900474921858,-63.2461258503347 -32.390510021119))";"2330"
"MULTILINESTRING ((-63.2469657450635 -32.3895731445514,-63.2473830815281 -32.3891273881918))";"2331"
"MULTILINESTRING ((-63.2473830815281 -32.3891273881918,-63.2464288631354 -32.3885169569993))";"2332"
"MULTILINESTRING ((-63.2477465502078 -32.3900981904683,-63.2469657450635 -32.3895731445514))";"2333"
"MULTILINESTRING ((-63.2469657450635 -32.3895731445514,-63.2460259795194 -32.3889708460444))";"2334"
"MULTILINESTRING ((-63.2473201475329 -32.390583884458,-63.2465388602584 -32.3900474921858))";"2335"
"MULTILINESTRING ((-63.2465388602584 -32.3900474921858,-63.2455990815459 -32.3894411085727))";"2336"
"MULTILINESTRING ((-63.2490431867545 -32.3886669353823,-63.249426877832 -32.3882375667023))";"2337"
"MULTILINESTRING ((-63.249426877832 -32.3882375667023,-63.2497674589012 -32.387877676277))";"2338"
"MULTILINESTRING ((-63.2481615492371 -32.3896304846248,-63.2486162667658 -32.3891229211424))";"2339"
"MULTILINESTRING ((-63.2486162667658 -32.3891229211424,-63.2490431867545 -32.3886669353823))";"2340"
"MULTILINESTRING ((-63.2452031628914 -32.3898791636238,-63.2442454253321 -32.389299337809))";"2341"
"MULTILINESTRING ((-63.2447612387076 -32.3903521536625,-63.2438316862761 -32.3897471178581))";"2342"
"MULTILINESTRING ((-63.2443545942451 -32.3908074708074,-63.2434215924113 -32.3902101969921))";"2343"
"MULTILINESTRING ((-63.2455990815459 -32.3894411085727,-63.2446446534149 -32.3888240310358))";"2344"
"MULTILINESTRING ((-63.2501888563297 -32.3950566942605,-63.24954577406 -32.3958082268086))";"2345"
"MULTILINESTRING ((-63.2269503284923 -32.4005353509099,-63.2241798003966 -32.4035999452934))";"2346"
"MULTILINESTRING ((-63.2269837275667 -32.4036267585357,-63.2264553668777 -32.40328417979))";"2347"
"MULTILINESTRING ((-63.2264553668777 -32.40328417979,-63.2251987808713 -32.402483336739))";"2348"
"MULTILINESTRING ((-63.2251987808713 -32.402483336739,-63.2243649028238 -32.4019623285961))";"2349"
"MULTILINESTRING ((-63.2243649028238 -32.4019623285961,-63.2239283317082 -32.4017112947575))";"2350"
"MULTILINESTRING ((-63.2277925670307 -32.4027105564782,-63.2273313988258 -32.4024117772214))";"2351"
"MULTILINESTRING ((-63.2273313988258 -32.4024117772214,-63.2260404570905 -32.4015529493585))";"2352"
"MULTILINESTRING ((-63.2251722954749 -32.4010029804266,-63.2247856730511 -32.4014681109582,-63.2243753567469 -32.4019617401607,-63.2239152704007 -32.4025152370018))";"2353"
"MULTILINESTRING ((-63.2239152704007 -32.4025152370018,-63.2233428070707 -32.4030724604029))";"2354"
"MULTILINESTRING ((-63.2260404570905 -32.4015529493585,-63.2251722954749 -32.4010029804266,-63.2247617560045 -32.4007419084048))";"2355"
"MULTILINESTRING ((-63.24287957949 -32.393706991896,-63.2433278641087 -32.3952642814959,-63.2435826088984 -32.396149210825))";"2356"
"MULTILINESTRING ((-63.2044062536706 -32.4372028186627,-63.2035688028032 -32.437655456094))";"2357"
"MULTILINESTRING ((-63.2472067492619 -32.3916752571013,-63.2462167859183 -32.3927786440311))";"2358"
"MULTILINESTRING ((-63.247860199236 -32.3912367767888,-63.2497777439108 -32.3890651337317))";"2359"
"MULTILINESTRING ((-63.2472067492619 -32.3916752571013,-63.2494096112754 -32.3892338804883,-63.250257296274 -32.3881904556335))";"2360"
"MULTILINESTRING ((-63.2431518991021 -32.3929339336825,-63.2428021347154 -32.3930489483229))";"2361"
"MULTILINESTRING ((-63.2426806334882 -32.3929830502904,-63.24287957949 -32.393706991896))";"2362"
"MULTILINESTRING ((-63.2161123915817 -32.4279985343789,-63.2163366118179 -32.4288588207471))";"2363"
"MULTILINESTRING ((-63.2154296959398 -32.4279992796559,-63.2157084896364 -32.4291864561179))";"2364"
"MULTILINESTRING ((-63.217305316796 -32.4269573653995,-63.2166237611287 -32.4269583416476,-63.2168442667151 -32.427994785128))";"2365"
"MULTILINESTRING ((-63.2161108656507 -32.4279972454327,-63.215922600411 -32.4270406771187))";"2366"
"MULTILINESTRING ((-63.2154296959398 -32.4279992796559,-63.2152267827397 -32.4270454544448))";"2367"
"MULTILINESTRING ((-63.22410055484 -32.4246092862424,-63.2244540728487 -32.4263210108956))";"2368"
"MULTILINESTRING ((-63.2462556348888 -32.421610607414,-63.2458274113648 -32.421409333171))";"2369"
"MULTILINESTRING ((-63.2457497978161 -32.4214888859154,-63.2445215791909 -32.420767998356))";"2370"
"MULTILINESTRING ((-63.2622933869315 -32.4198098304037,-63.2625424318729 -32.4212533506871))";"2371"
"MULTILINESTRING ((-63.262545957446 -32.4212322799521,-63.2633611796414 -32.4220684147158,-63.2639210518251 -32.423130205592))";"2372"
"MULTILINESTRING ((-63.2642555880061 -32.4240256669213,-63.263937474035 -32.4243948417661))";"2373"
"MULTILINESTRING ((-63.2686547047389 -32.4156856005234,-63.2676157998398 -32.4162136516937))";"2374"
"MULTILINESTRING ((-63.2710677829848 -32.4151325912997,-63.2702749659273 -32.4150327317684,-63.2687136194344 -32.4153310860984))";"2375"
"MULTILINESTRING ((-63.2735290858702 -32.4108893214774,-63.2726430995843 -32.410832030767))";"2376"
"MULTILINESTRING ((-63.2646846411886 -32.4019035454818,-63.2650804468698 -32.4018623827775,-63.2654770719595 -32.4018273551862,-63.2658743843667 -32.4017984743732,-63.2662722517717 -32.4017757499564,-63.2666705416703 -32.4017591895035,-63.2670691214181 -32.4017487985293,-63.2674678582742 -32.401744580494,-63.2678666194456 -32.4017465368018,-63.268265272131 -32.4017546668009,-63.2686636835655 -32.4017689677832))";"2377"
"MULTILINESTRING ((-63.2453735467246 -32.3972624514684,-63.2447258867439 -32.397282753672))";"2378"
"MULTILINESTRING ((-63.2578497372175 -32.3981248624049,-63.2572213592258 -32.3988575884046,-63.2560243913267 -32.4001902623335,-63.2532287246049 -32.4033822973332))";"2379"
"MULTILINESTRING ((-63.2572213592258 -32.3988575884046,-63.2598003836236 -32.4004979523973))";"2380"
"MULTILINESTRING ((-63.2595943317798 -32.3992227846022,-63.258746029325 -32.3986932037416,-63.2557972742673 -32.4020280069333))";"2381"
"MULTILINESTRING ((-63.2595616017627 -32.4014376099859,-63.2566021678009 -32.3995432692115))";"2382"
"MULTILINESTRING ((-63.2595943317798 -32.3992227846022,-63.2570466613723 -32.4021100812147))";"2383"
"MULTILINESTRING ((-63.258746029325 -32.3986932037416,-63.2578497372175 -32.3981248624049))";"2384"
"MULTILINESTRING ((-63.2586334702282 -32.4017894618223,-63.2583722450778 -32.4018333288463,-63.2559527345494 -32.4002714637274))";"2385"
"MULTILINESTRING ((-63.2573937759601 -32.4023363567503,-63.2553220477615 -32.4009858165185))";"2386"
