WKT;Id;NOMBRE
"MULTIPOLYGON (((-63.2690530267552 -32.4126187738761,-63.2690516223586 -32.4126138974796,-63.2690492697402 -32.4126092914134,-63.2690460361263 -32.412605087296,-63.2690420139178 -32.4126014052602,-63.2690373180493 -32.4125983505203,-63.2690320827056 -32.4125960103656,-63.2690264574867 -32.412594451666,-63.2690206031336 -32.4125937189615,-63.2690146869343 -32.4125938331891,-63.2690088779445 -32.4125947910847,-63.2690033421563 -32.4125965652765,-63.2689982377549 -32.4125991050669,-63.2689937105987 -32.4126023378813,-63.2689898900516 -32.4126061713419,-63.2689868852857 -32.4126104959074,-63.2689847821627 -32.4126151880033,-63.2689836407793 -32.4126201135527,-63.268983493751 -32.4126251318078,-63.2689479640202 -32.4129885249128,-63.2689492914192 -32.4129939998153,-63.2689516999868 -32.412999202522,-63.2689551191685 -32.4130039806292,-63.268959448806 -32.4130081941712,-63.2689645620707 -32.4130117197203,-63.2689703091792 -32.413014454002,-63.2689765217805 -32.4130163169205,-63.2689830178881 -32.4130172539051,-63.2689896072106 -32.4130172375087,-63.2689960967259 -32.4130162682115,-63.2690022963357 -32.4130143744072,-63.269008024434 -32.4130116115714,-63.2690131132268 -32.4130080606362,-63.2690174136476 -32.4130038256197,-63.2690207997234 -32.4129990305787,-63.2690231722659 -32.4129938159751,-63.2690530267552 -32.4126187738761)))";"59";
"MULTIPOLYGON (((-63.2381931303217 -32.4185162995687,-63.2379008510939 -32.4187445719204,-63.2375363009241 -32.419335259104,-63.2375011989107 -32.4193817288706,-63.2374720988779 -32.4194310915105,-63.2374493283973 -32.4194827913783,-63.2374331437937 -32.4195362465189,-63.2374237272598 -32.4195908552182,-63.2374211848047 -32.419646002776,-63.2375165316866 -32.4195054662771,-63.2376177198874 -32.4193678997486,-63.2377246209498 -32.4192334777936,-63.2378370991679 -32.4191023710234,-63.2379550117585 -32.4189747458407,-63.2380782090433 -32.4188507642287,-63.2382065346384 -32.4187305835454,-63.238339825653 -32.4186143563242,-63.2383456804844 -32.4186015449192,-63.2383488994258 -32.418588078677,-63.2383493899392 -32.4185743447304,-63.2383471379243 -32.4185607379081,-63.238342208124 -32.4185476493839,-63.2383347422631 -32.4185354554313,-63.2383249549736 -32.4185245066061,-63.2383131276245 -32.4185151176689,-63.2382996002328 -32.4185075585357,-63.2382847616886 -32.4185020465189,-63.2382690385748 -32.4184987400796,-63.2382528829046 -32.4184977342723,-63.2382367591257 -32.4184990580123,-63.2382211307696 -32.4185026732444,-63.2382064471249 -32.4185084760367,-63.2381931303217 -32.4185162995687)))";"60";
"MULTIPOLYGON (((-63.2376329497288 -32.4189624453492,-63.2373284795577 -32.4191959152145,-63.2369153951703 -32.4198953767392,-63.2372202073478 -32.4197912948809,-63.2372486338761 -32.4196805902453,-63.2372839235794 -32.4195713157872,-63.2373259776487 -32.4194637773914,-63.2373746783415 -32.419358276082,-63.237429889311 -32.4192551071801,-63.2374914559886 -32.4191545594765,-63.237559206016 -32.4190569144239,-63.2376329497288 -32.4189624453492)))";"61";
"MULTIPOLYGON (((-63.2370361966025 -32.4194241833536,-63.2360737428768 -32.420041867858,-63.2367567241116 -32.419885323276,-63.2370361966025 -32.4194241833536)))";"62";
"MULTIPOLYGON (((-63.2378601835956 -32.418360804077,-63.2357819361902 -32.4197542438105,-63.2345977841453 -32.420482408405,-63.2338926589764 -32.4208377102274,-63.2336091979575 -32.4209805408167,-63.2328892385819 -32.42134330853,-63.2318608853254 -32.4218614545052,-63.2300617480756 -32.4228302837265,-63.2268868681215 -32.4243776514515,-63.2272414590928 -32.424646135398,-63.2272537951054 -32.4246756743145,-63.2272715035644 -32.4247031776648,-63.2272941353422 -32.4247279478927,-63.2273211164412 -32.4247493567604,-63.2273517625526 -32.4247668612827,-63.2273852964116 -32.4247800174986,-63.2274208675113 -32.4247884917314,-63.2274575736739 -32.424792069052,-63.227494483933 -32.4247906587299,-63.2275306621455 -32.4247842965349,-63.2275651907355 -32.4247731438291,-63.2280036168992 -32.4245420498237,-63.2279519054815 -32.4244714740392,-63.229656360657 -32.4235730266405,-63.2296715263245 -32.4235662049932,-63.2296851705418 -32.4235573694314,-63.2296969250858 -32.4235467584047,-63.2297064727316 -32.4235346582783,-63.2297135558129 -32.4235213956042,-63.2297179831765 -32.4235073283085,-63.2297196353403 -32.423492836032,-63.2297184677178 -32.4234783098844,-63.2297145118217 -32.4234641418891,-63.2297078744125 -32.4234507144039,-63.229698734618 -32.423438389802,-63.2296978211594 -32.423431072276,-63.2296983319869 -32.4234237266158,-63.2297002533252 -32.4234165509051,-63.229703533363 -32.4234097386447,-63.2297080836504 -32.4234034735343,-63.2297137814837 -32.4233979245194,-63.2297204732146 -32.423393241235,-63.2297279783935 -32.4233895499707,-63.2297360946352 -32.4233869502655,-63.2297446030768 -32.423385512223,-63.2297532742793 -32.4233852746215,-63.2297618744146 -32.4233862438683,-63.2297701715712 -32.4233883938266,-63.2297779420075 -32.4233916665206,-63.2297714276907 -32.4235097400906,-63.231185779214 -32.422721458502,-63.232182625985 -32.4221658533774,-63.2321946324094 -32.4220882005582,-63.2321904298203 -32.4220812371958,-63.2321876900605 -32.4220737676396,-63.232186493524 -32.4220660110727,-63.2321868753208 -32.4220581951,-63.2321888242473 -32.4220505490694,-63.2321922831149 -32.4220432973422,-63.2321971504279 -32.4220366527092,-63.2322032833621 -32.4220308101472,-63.2322105019559 -32.4220259410973,-63.2322185943903 -32.4220221884341,-63.2322273232054 -32.4220196622739,-63.2322364322674 -32.4220184367429,-63.2322456542849 -32.4220185478025,-63.2322547186521 -32.4220199921937,-63.2322633593891 -32.4220227275331,-63.2322713229467 -32.4220266735565,-63.2322783756464 -32.4220317144737,-63.2322843105375 -32.4220377023669,-63.2322889534693 -32.4220444615305,-63.2322921682019 -32.422051793627,-63.2323927363589 -32.4220862881705,-63.2334439338849 -32.4214751910114,-63.2347910135687 -32.4206920587233,-63.2357819454848 -32.420069154891,-63.2380394714363 -32.418477775418,-63.2380143443884 -32.4184444662407,-63.2379828338213 -32.4184153220762,-63.2379458800693 -32.4183912126359,-63.2379045858979 -32.4183728573858,-63.2378601835956 -32.418360804077)))";"63";
"MULTIPOLYGON (((-63.2347139136499 -32.4227330265098,-63.2346746152187 -32.4227256931534,-63.2346344146556 -32.4227242151969,-63.2345945154817 -32.4227286368873,-63.2345561121956 -32.4227388258484,-63.2345203545125 -32.4227544770438,-63.2344883129454 -32.422775121909,-63.2344609467564 -32.4228001423789,-63.234439075238 -32.4228287893911,-63.2344233531853 -32.4228602053112,-63.2346165789611 -32.422920980619,-63.2346239890935 -32.4229153998847,-63.2346324072882 -32.4229109652382,-63.2346415899167 -32.4229078050215,-63.234651271227 -32.4229060106935,-63.2346611710352 -32.4229056341833,-63.2346710028339 -32.4229066863873,-63.2347139136499 -32.4227330265098)))";"64";
"MULTIPOLYGON (((-63.234720511215 -32.4230134433256,-63.2347189543403 -32.4230183316182,-63.234716466834 -32.4230229346345,-63.2347131170394 -32.4230271259086,-63.2347089969908 -32.4230307902867,-63.2347042198847 -32.4230338270913,-63.2346989169704 -32.4230361528875,-63.2346932339436 -32.4230377037747,-63.2346873269433 -32.4230384371429,-63.2346813582622 -32.4230383328432,-63.2346754918877 -32.423037393741,-63.2346698889963 -32.4230356456378,-63.234608286386 -32.4231982174951,-63.2346478124446 -32.4232031282022,-63.2346877568265 -32.4232026813266,-63.2347271164227 -32.4231968880905,-63.2347649028103 -32.4231858939774,-63.2348001670744 -32.4231699750784,-63.2348320236388 -32.4231495311587,-63.2348596725046 -32.4231250756183,-63.2348824193411 -32.423097222599,-63.2348996929216 -32.4230666715615,-63.234720511215 -32.4230134433256)))";"65";
"MULTIPOLYGON (((-63.2346194088776 -32.4230202500621,-63.2346145286996 -32.4230176175616,-63.2346102519537 -32.423014315277,-63.2346067049283 -32.4230104407222,-63.234603992364 -32.4230061083091,-63.2346021943602 -32.4230014459702,-63.2346013640102 -32.4229965913801,-63.2346015258333 -32.4229916878905,-63.234602675051 -32.4229868802972,-63.2346047777277 -32.4229823105639,-63.2346077717731 -32.4229781136307,-63.2346115687757 -32.4229744134293,-63.234418315303 -32.4229027212059,-63.2344058647129 -32.4229335398897,-63.2343995483561 -32.4229656741043,-63.2343995376438 -32.4229982518356,-63.2344058328734 -32.4230303890328,-63.2344182632198 -32.4230612135992,-63.2344364913703 -32.4230898890574,-63.2344600226776 -32.423115637249,-63.2344882185825 -32.4231377594516,-63.2345203139418 -32.4231556553399,-63.2345554377923 -32.4231688392768,-63.2346194088776 -32.4230202500621)))";"66";
"MULTIPOLYGON (((-63.2349257049042 -32.4230043955646,-63.2349379624764 -32.4229752125334,-63.234944078267 -32.4229446702911,-63.234943867587 -32.4229136912048,-63.2349373368053 -32.4228832108333,-63.2349246831555 -32.4228541496734,-63.2349062887788 -32.4228273853613,-63.2348827091827 -32.4228037261686,-63.2348546564648 -32.4227838865929,-63.2348229778072 -32.4227684657806,-63.2347886298924 -32.4227579294332,-63.2347298699369 -32.4229305263425,-63.2347334535782 -32.422929906827,-63.2347371086484 -32.4229297980243,-63.2347407346791 -32.4229302029253,-63.2347442320002 -32.4229311104001,-63.2347475044795 -32.4229324955048,-63.2347504621648 -32.4229343201663,-63.2347530237573 -32.4229365342294,-63.2347551188452 -32.4229390768354,-63.2347566898401 -32.4229418780945,-63.2347576935593 -32.4229448610075,-63.2347581024131 -32.4229479435817,-63.2347579051631 -32.4229510410852,-63.2347571072312 -32.4229540683757,-63.2347557305503 -32.4229569422406,-63.2347538129619 -32.422959583685,-63.2347514071754 -32.4229619201022,-63.2347485793197 -32.4229638872703,-63.2347454071253 -32.4229654311167,-63.2349257049042 -32.4230043955646)))";"67";
"MULTIPOLYGON (((-63.2378656347284 -32.4226270753518,-63.2378608453265 -32.4226197482235,-63.2378547325512 -32.4226131673673,-63.23784745463 -32.4226075031267,-63.2378391999495 -32.4226029021184,-63.2378301821796 -32.4225994834382,-63.2378206347421 -32.4225973355773,-63.2378108047693 -32.4225965141324,-63.2378009467065 -32.4225970403662,-63.2377913157264 -32.4225989006576,-63.2377821611235 -32.4226020468533,-63.2377737198617 -32.4226063975153,-63.2377662104402 -32.4226118400281,-63.2373681445251 -32.4228790161612,-63.2373605999903 -32.4228805618718,-63.2373534763747 -32.422883175452,-63.2373469820771 -32.4228867804424,-63.2373413070858 -32.4228912713804,-63.2373366174207 -32.4228965168854,-63.2373330502764 -32.422902363502,-63.2373307100086 -32.4229086401895,-63.2373296650813 -32.4229151633257,-63.2373299460637 -32.4229217420786,-63.2373315447361 -32.422928183989,-63.2373344143301 -32.422934300601,-63.237338470897 -32.4229399129752,-63.2373435957634 -32.4229448569234,-63.2373496390032 -32.422948987812,-63.2377497022123 -32.4233510695678,-63.2377761699195 -32.4233321253281,-63.2379619036003 -32.4227939051567,-63.2379673644023 -32.4227839588726,-63.2379708693204 -32.422773397447,-63.237972327213 -32.422762495521,-63.2379717001695 -32.4227515365902,-63.2379690044964 -32.4227408056322,-63.237964310293 -32.4227305816965,-63.2378656347284 -32.4226270753518)))";"68";
"MULTIPOLYGON (((-63.2380345740376 -32.4229517173199,-63.2380038978027 -32.4231118332455,-63.2381103594069 -32.4230563758208,-63.2380345740376 -32.4229517173199)))";"69";
"MULTIPOLYGON (((-63.2447794187355 -32.4213073979066,-63.2437351367942 -32.4209833682582,-63.2427220418056 -32.4209076933135,-63.2425729927571 -32.420911550055,-63.242424371947 -32.4209218740204,-63.2422765691622 -32.4209386381332,-63.2421299720444 -32.4209617984264,-63.2419849650743 -32.4209912941577,-63.241841928563 -32.4210270479687,-63.2417012376549 -32.421068966088,-63.2415632613441 -32.4211169385768,-63.2414762764952 -32.4211582782487,-63.2413858738676 -32.4211939547449,-63.2412925650517 -32.4212237661698,-63.2411968780856 -32.4212475438186,-63.2410993544673 -32.4212651531318,-63.2410005460894 -32.4212764944569,-63.2409010121161 -32.4212815036124,-63.2408013158183 -32.421280152251,-63.2407020213852 -32.42127244802,-63.2398850456764 -32.421419958776,-63.2394656930213 -32.4216643635144,-63.2388097817198 -32.4220466332082,-63.238123794238 -32.4227848007745,-63.2381214453945 -32.4228359034515,-63.2381260482561 -32.4228868957183,-63.2381375416304 -32.4229370995333,-63.2381557727016 -32.4229858473379,-63.2381804990619 -32.4230324909328,-63.2382113919341 -32.4230764100977,-63.2382480405434 -32.423117020838,-63.2382899575786 -32.4231537831507,-63.2383365856721 -32.4231862082048,-63.2383873048109 -32.4232138648418,-63.2387521375057 -32.4227266827398,-63.2388241846978 -32.4226304714462,-63.238971327899 -32.4225451260207,-63.239108342525 -32.4224656546803,-63.2392043083877 -32.4224460564581,-63.2393189273715 -32.4224668361226,-63.2394696817912 -32.4224348296783,-63.239606050013 -32.4224058753496,-63.2396419702728 -32.4223316603214,-63.2396764176983 -32.4222604851288,-63.2398196426273 -32.4222337377933,-63.2399407536252 -32.4222534587974,-63.2400381931008 -32.4221808189283,-63.2408638430506 -32.4220287311759,-63.242162640175 -32.4217894791947,-63.24259172018 -32.4216373937422,-63.2431653028078 -32.4215508770795,-63.2436656354566 -32.4216353214234,-63.2441862236468 -32.4215975112692,-63.2446419212678 -32.4216334295556,-63.2447794187355 -32.4213073979066)))";"70";
"MULTIPOLYGON (((-63.2543180883932 -32.4193665395355,-63.2543146963361 -32.419355548978,-63.2543091288251 -32.4193452160421,-63.254301551385 -32.4193358479301,-63.2542921892967 -32.4193277231593,-63.2542813208988 -32.4193210832822,-63.254269269313 -32.4193161257047,-63.2542563928374 -32.4193129978173,-63.254243074294 -32.4193117926133,-63.2542297096479 -32.4193125459237,-63.2542166962345 -32.4193152353524,-63.2542044209472 -32.4193197809418,-63.2541932487348 -32.4193260475498,-63.2541835117514 -32.419333848868,-63.2541486168883 -32.4193969668326,-63.2541417156029 -32.4194052039099,-63.2541365211472 -32.4194142980087,-63.2541331775015 -32.4194239970589,-63.2541317773454 -32.4194340322224,-63.2541323594892 -32.4194441253447,-63.2541349077975 -32.4194539966646,-63.2541393516371 -32.4194633725687,-63.2541455678341 -32.4194719931755,-63.2541533840881 -32.4194796195389,-63.2541625837484 -32.419486040271,-63.2541729118188 -32.4194910774019,-63.2541840820253 -32.4194945913119,-63.2541957847518 -32.4194964846025,-63.2542076956215 -32.4194967047952,-63.2542194844884 -32.4194952457868,-63.2542308245879 -32.4194921480182,-63.2542414015947 -32.4194874973534,-63.254250922335 -32.4194814226998,-63.2542591229127 -32.419474092435,-63.2542657760244 -32.4194657097393,-63.2542706972592 -32.4194565069647,-63.2542737502109 -32.4194467391938,-63.2543180883932 -32.4193665395355)))";"71";
"MULTIPOLYGON (((-63.2542267121301 -32.4195924933719,-63.2542064274375 -32.4195972112757,-63.254185520538 -32.419599165654,-63.2541645113753 -32.4195983079023,-63.2541439224363 -32.4195946593525,-63.2541242657573 -32.4195883107422,-63.254106030189 -32.4195794199578,-63.2540896692401 -32.4195682081085,-63.2540755897976 -32.4195549540269,-63.2540524459062 -32.4198694080128,-63.2542267121301 -32.4195924933719)))";"72";
"MULTIPOLYGON (((-63.2543561946067 -32.4192574471284,-63.2544137723994 -32.4189836787204,-63.2542084985138 -32.4192169889161,-63.2542353155792 -32.4192144514612,-63.2542622531552 -32.4192157849091,-63.254288540174 -32.4192209510909,-63.2543134241889 -32.4192298021284,-63.2543361929128 -32.4192420846672,-63.2543561946067 -32.4192574471284)))";"73";
"MULTIPOLYGON (((-63.2545938973679 -32.4195713738259,-63.2545609290044 -32.4195604432687,-63.2545262707696 -32.4195543392537,-63.2544908973018 -32.4195532334346,-63.254455803352 -32.4195571569084,-63.2544219758113 -32.4195659993417,-63.2543903659578 -32.4195795120728,-63.2543618627064 -32.4195973151048,-63.2543372676113 -32.4196189077909,-63.2543172723249 -32.4196436829137,-63.2543024391481 -32.4196709437604,-63.2541795347978 -32.4199040854129,-63.2539744106165 -32.4201927067538,-63.2537315549809 -32.420490137307,-63.2531396652477 -32.4211652665679,-63.2531890298738 -32.4211964008275,-63.2532658149102 -32.4211075860635,-63.2534052390641 -32.4211943039919,-63.2533189653608 -32.4212940972537,-63.2532690094635 -32.4213920776779,-63.2533790513587 -32.4214675486089,-63.2536635359978 -32.421662650849,-63.2536950723483 -32.4215917650124,-63.2537496197111 -32.4215483159252,-63.253780887928 -32.4214751019124,-63.2538420630213 -32.4214666166245,-63.2538593310908 -32.4214230818774,-63.2538622883414 -32.4213355713002,-63.2539579995905 -32.4211956430283,-63.2539744251696 -32.4211536906779,-63.2540400376184 -32.4210761187357,-63.2540562103592 -32.4210321871361,-63.2540730489566 -32.4209864390101,-63.2540889659774 -32.4209431942561,-63.2541089311446 -32.420888952828,-63.2541663860165 -32.4208458802135,-63.2541790344199 -32.4208081750971,-63.2542177068251 -32.4207875521707,-63.2542322935601 -32.4207403962685,-63.2542418296315 -32.420709571228,-63.2542570864186 -32.4206602492921,-63.2542996386212 -32.4206301831996,-63.2543127727737 -32.4205829272962,-63.2543577320783 -32.4205398203719,-63.2543694763347 -32.4204916701345,-63.2543815817186 -32.4204420270631,-63.2544002375803 -32.4203655195065,-63.2543946784999 -32.4202515375467,-63.2544059193391 -32.4202131626716,-63.2544241775451 -32.4201508229146,-63.254401167298 -32.4201176099433,-63.2544300154453 -32.4200358498046,-63.2544501893494 -32.4199786721215,-63.254472994976 -32.419914039059,-63.2544898624184 -32.4198662318083,-63.2545039036925 -32.4198264345656,-63.2545284145808 -32.419756965635,-63.2545392582357 -32.4197262358956,-63.2545784548138 -32.4196951307466,-63.2545823576694 -32.4196638574832,-63.2546332010994 -32.4196338857006,-63.2546597875731 -32.4196182108377,-63.254615777538 -32.4195869270767,-63.25459791696 -32.4196050021562,-63.2545938973679 -32.4195713738259)))";"74";
"MULTIPOLYGON (((-63.2536833145303 -32.4216544911458,-63.2532819227489 -32.4213928074029,-63.2532011865632 -32.4215091247721,-63.2530594933123 -32.4216319710576,-63.2529327914344 -32.4217418177335,-63.2527453352677 -32.4218425814729,-63.2525691048474 -32.4219373094358,-63.2525169848931 -32.4218675558465,-63.2524493052221 -32.4219039351053,-63.2522916553237 -32.4219886760771,-63.2522242181757 -32.4220474461839,-63.2521168529201 -32.4220763616296,-63.2519930665335 -32.4221452746367,-63.2519283219193 -32.4221640743912,-63.2516953451135 -32.4222026164492,-63.2515456289433 -32.4222438940719,-63.2513452046473 -32.4222991518321,-63.2512499238983 -32.4222973180952,-63.2510090109912 -32.4223609564642,-63.2506113941855 -32.4224392041623,-63.2502852410965 -32.4225225120357,-63.250055241207 -32.4225453089927,-63.2497959037944 -32.4225395924824,-63.2494889761736 -32.4225328243266,-63.2490988932216 -32.4225242224969,-63.2488229914042 -32.4224904746236,-63.2481672017859 -32.4224102549508,-63.2479336955858 -32.422369958401,-63.2475463610146 -32.4222558858536,-63.2473524980034 -32.4221682506636,-63.2470747266319 -32.4220426812993,-63.2465489394884 -32.4218049945361,-63.2461899894882 -32.4216648266657,-63.2459752697922 -32.4216285345695,-63.2456237397942 -32.421569116823,-63.2449998093762 -32.42137133805,-63.2448804124046 -32.4216423102007,-63.2449204973822 -32.4216726054833,-63.2450194593384 -32.4216847902113,-63.2451215098496 -32.4216973563263,-63.2451982465432 -32.4217068046885,-63.2453759225338 -32.4217286818275,-63.2454546812977 -32.4217383787236,-63.2455234795148 -32.421716751449,-63.2456162667921 -32.421687578329,-63.2456149806425 -32.4216823037101,-63.2456332497811 -32.4216822400247,-63.2456162667921 -32.421687578329,-63.2456306808422 -32.4217466834333,-63.2456403663172 -32.4217863910514,-63.2457225658195 -32.4217719690962,-63.2458510253486 -32.4217982642927,-63.2459505717462 -32.4218186407833,-63.2460592514436 -32.4218408860907,-63.2462072762299 -32.4218711858662,-63.2463125605882 -32.4219143055733,-63.2464535052853 -32.4219720304534,-63.2465574042137 -32.4220145835627,-63.2466776681442 -32.4220638374499,-63.2468150317059 -32.4220897696837,-63.2469205609474 -32.4221477868682,-63.2470098395009 -32.4221621679952,-63.2470579782965 -32.4221940946659,-63.2471438334387 -32.4222113945164,-63.2471666114705 -32.4222639796388,-63.2472161813659 -32.4223102333572,-63.2472815607524 -32.4223712400145,-63.2473503106896 -32.4224089492281,-63.2474807684709 -32.4224203381643,-63.2475809691741 -32.4224033461987,-63.2476901214829 -32.4224141042078,-63.2477903787385 -32.4224239868863,-63.2479192636263 -32.4224657400943,-63.2480444920162 -32.4225063093278,-63.2481435266463 -32.4225383940526,-63.2482775057999 -32.4225817968308,-63.2484794275358 -32.4226121643823,-63.248648295807 -32.4226189119776,-63.2487927869486 -32.4226246832127,-63.2489298826247 -32.4226751758503,-63.2490673324673 -32.4227257980799,-63.2492904675247 -32.4228079766913,-63.2493457841647 -32.4227746931133,-63.249442802304 -32.4227163200552,-63.2495010541992 -32.4226812710055,-63.2495914704114 -32.4226609515565,-63.2497069897317 -32.4226764131329,-63.2497889920222 -32.4226873882445,-63.2498683581221 -32.4226980107783,-63.2500031009135 -32.4227160449999,-63.2501326603261 -32.4227033094435,-63.2502432603462 -32.4226924365005,-63.2503420298609 -32.422702893606,-63.2504736388389 -32.4227168243507,-63.2505843932979 -32.4226679360208,-63.2506781869335 -32.4226265324995,-63.2507711139467 -32.4225855120525,-63.250853143591 -32.4225941626769,-63.2509754124031 -32.4226070547482,-63.2510978915488 -32.4225834247051,-63.2512271663025 -32.4225584837272,-63.2513643872065 -32.4225320093428,-63.2514431929084 -32.4224823606137,-63.2516096580342 -32.4224820282884,-63.2517639886243 -32.4224380532721,-63.2518564831687 -32.4223738213569,-63.2519421937155 -32.4223387157373,-63.2520245916033 -32.4223472861578,-63.2520796300821 -32.4223908427711,-63.2521688448753 -32.422381931229,-63.2522682012674 -32.4223176852781,-63.2524020205565 -32.4223028616944,-63.2525323104022 -32.422253111337,-63.2527175637996 -32.4222207160875,-63.2528032875101 -32.4221914329662,-63.2529336735448 -32.4221911712803,-63.2530710061192 -32.4221908955068,-63.2531671097843 -32.4221907024348,-63.2532540979001 -32.4221425557548,-63.2533075412968 -32.4220856163071,-63.2533759816665 -32.422012699172,-63.2534583168525 -32.4219979774427,-63.2534787545177 -32.4219426244873,-63.2535884652689 -32.421898736998,-63.2535813968984 -32.4218259711546,-63.2536086848514 -32.4217647812793,-63.2536651597756 -32.4217088697557,-63.2536833145303 -32.4216544911458)))";"75";
